"Country","ISO","Election type","Year","Voter Turnout (%)","VAP Turnout (%)","Compulsory voting",
"Slovenia",SI,"Parliamentary",1992,85.90,85.52,"No",
"Spain",ES,"Parliamentary",2011,68.94,63.26,"No",
"Spain",ES,"Parliamentary",2008,75.32,69.94,"No",
"Spain",ES,"Parliamentary",2004,75.66,76.25,"No",
"Spain",ES,"Parliamentary",2000,68.71,73.79,"No",
"Spain",ES,"Parliamentary",1996,78.06,80.56,"No",
"Spain",ES,"Parliamentary",1993,77.05,77.43,"No",
"Spain",ES,"Parliamentary",1989,70.01,71.28,"No",
"Spain",ES,"Parliamentary",1986,70.37,73.72,"No",
"Spain",ES,"Parliamentary",1982,79.83,83.11,"No",
"Spain",ES,"Parliamentary",1979,68.13,72.32,"No",
"Spain",ES,"Parliamentary",1977,76.96,79.36,"No",
"Sweden",SE,"Parliamentary",2014,85.81,82.61,"No",
"Sweden",SE,"Parliamentary",2010,84.63,82.63,"No",
"Sweden",SE,"Parliamentary",2006,81.99,80.60,"No",
"Sweden",SE,"Parliamentary",2002,80.11,78.04,"No",
"Sweden",SE,"Parliamentary",1998,81.39,77.72,"No",
"Sweden",SE,"Parliamentary",1994,86.82,82.36,"No",
"Sweden",SE,"Parliamentary",1991,86.74,82.77,"No",
"Sweden",SE,"Parliamentary",1988,85.96,82.68,"No",
"Sweden",SE,"Parliamentary",1985,89.85,86.22,"No",
"Sweden",SE,"Parliamentary",1982,91.45,88.61,"No",
"Sweden",SE,"Parliamentary",1979,90.72,86.94,"No",
"Sweden",SE,"Parliamentary",1976,91.76,88.49,"No",
"Sweden",SE,"Parliamentary",1973,90.84,85.81,"No",
"Sweden",SE,"Parliamentary",1970,88.28,87.31,"No",
"Sweden",SE,"Parliamentary",1968,89.29,86.57,"No",
"Sweden",SE,"Parliamentary",1964,83.86,80.85,"No",
"Sweden",SE,"Parliamentary",1960,85.91,82.76,"No",
"Sweden",SE,"Parliamentary",1958,77.42,75.60,"No",
"Sweden",SE,"Parliamentary",1956,79.84,77.31,"No",
"Sweden",SE,"Parliamentary",1952,79.11,77.32,"No",
"Sweden",SE,"Parliamentary",1948,82.74,82.02,"No",
"Switzerland",CH,"Parliamentary",2011,49.10,40.04,"No",
"Switzerland",CH,"Parliamentary",2007,48.28,39.79,"No",
"Switzerland",CH,"Parliamentary",2003,45.22,37.27,"No",
"Switzerland",CH,"Parliamentary",1999,43.22,34.94,"No",
"Switzerland",CH,"Parliamentary",1995,42.25,35.66,"No",
"Switzerland",CH,"Parliamentary",1991,46.04,39.67,"No",
"Switzerland",CH,"Parliamentary",1987,47.48,39.90,"No",
"Switzerland",CH,"Parliamentary",1983,48.91,40.79,"No",
"Switzerland",CH,"Parliamentary",1979,48.06,40.60,"No",
"Switzerland",CH,"Parliamentary",1975,52.39,43.62,"No",
"Switzerland",CH,"Parliamentary",1971,56.36,45.02,"Yes",
"Switzerland",CH,"Parliamentary",1967,63.76,53.21,"Yes",
"Switzerland",CH,"Parliamentary",1963,64.46,53.46,"Yes",
"Switzerland",CH,"Parliamentary",1959,68.46,58.11,"Yes",
"Switzerland",CH,"Parliamentary",1955,68.71,60.78,"Yes",
"Switzerland",CH,"Parliamentary",1951,69.78,62.98,"Yes",
"Switzerland",CH,"Parliamentary",1947,71.69,66.01,"Yes",
"United Kingdom",GB,"Parliamentary",2015,66.12,60.45,"No",
"United Kingdom",GB,"Parliamentary",2010,65.77,61.06,"No",
"United Kingdom",GB,"Parliamentary",2005,61.36,58.32,"No",
"United Kingdom",GB,"Parliamentary",2001,59.38,57.56,"No",
"United Kingdom",GB,"Parliamentary",1997,71.46,69.39,"No",
"United Kingdom",GB,"Parliamentary",1992,77.83,75.36,"No",
"United Kingdom",GB,"Parliamentary",1987,75.42,75.17,"No",
"United Kingdom",GB,"Parliamentary",1983,72.81,71.70,"No",
"United Kingdom",GB,"Parliamentary",1979,76.00,75.06,"No",
"United Kingdom",GB,"Parliamentary",1974,72.93,77.88,"No",
"United Kingdom",GB,"Parliamentary",1970,72.15,71.15,"No",
"United Kingdom",GB,"Parliamentary",1966,75.96,73.77,"No",
"United Kingdom",GB,"Parliamentary",1964,77.17,75.13,"No",
"United Kingdom",GB,"Parliamentary",1959,78.71,77.46,"No",
"United Kingdom",GB,"Parliamentary",1955,76.78,75.75,"No",
"United Kingdom",GB,"Parliamentary",1951,81.89,81.36,"No",
"United Kingdom",GB,"Parliamentary",1950,83.61,81.59,"No",
"United Kingdom",GB,"Parliamentary",1945,72.55,70.05,"No",
