"","elect.uid","country","year","election_date","n.parties","p.crash.tm1","p.crash.tp1","s.crash.tm1","s.crash.tp1","c.location.mean.tm1","c.location.max.tm1","c.location.min.tm1","c.location.mean.tp1","c.location.max.tp1","c.location.min.tp1","share.v.crash.tm1","share.v.crash.tp1","np.vote","NP.d","S.NP.d","NP.n","S.NP.n","np.location.min","np.location.max","np.location.mean","uid"
"446",446,"Portugal","1987","1987-07-19",9,1,1,0.357881301993689,0,3.02218546375476,3.02218546375476,3.02218546375476,0,0,0,27.88,5.8,0,1,1,1,1,0,0,0,"Portugal1987"
"447",447,"Portugal","1991","1991-10-06",8,0,1,0,0,0,0,0,0,0,0,0,2.8,1.68,1,1,1,1,0,0,0,"Portugal1991"
"448",448,"Portugal","1995","1995-10-01",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Portugal1995"
"449",449,"Portugal","1999","1999-10-10",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Portugal1999"
"450",450,"Portugal","2002","2002-03-17",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Portugal2002"
"451",451,"Portugal","2005","2005-02-20",8,0,1,0,0,0,0,0,3.0833542072285,3.34210521296451,2.82460320149249,0,0,0,0,0,0,0,0,0,0,"Portugal2005"
"452",452,"Portugal","2009","2009-09-27",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Portugal2009"
"453",453,"Portugal","2011","2011-06-05",7,0,-Inf,0,0,0,0,0,0,0,0,0,0,1.04,1,0,1,0,0,0,0,"Portugal2011"
"454",454,"Romania","1990","1990-05-20",12,0,1,0,0.112956730769231,0,0,0,0.804926893613494,1.05429823167143,0.555555555555555,0,76.33,NA,NA,NA,NA,NA,0.534055609452105,1.05429823167143,0.743097657655417,"Romania1990"
"455",455,"Romania","1992","1992-09-27",17,1,1,0.282391826923077,0,0.804926893613494,1.05429823167143,0.555555555555555,0.555555555555555,0.555555555555555,0.555555555555555,72.7,15.448,43.97,1,1,6,5,0.555555555555555,1.66183774624652,0.776811993693748,"Romania1992"
"456",456,"Romania","1996","1996-11-03",19,0,1,0,0.0371974712105409,0,0,0,0.698144455223754,1.29,0.534055609452105,0,43.71,18.39,1,1,6,3,0.38746584975928,0.38746584975928,0.38746584975928,"Romania1996"
"457",457,"Romania","2000","2000-11-26",10,1,1,0.241783562868516,0,0.922777777777778,1.29,0.555555555555555,0.922777777777778,1.29,0.555555555555555,34.53,11.89,5.47,1,0,2,0,0,0,0,"Romania2000"
"458",458,"Romania","2004","2004-11-28",11,0,1,0,0.0807692307692308,0,0,0,0.861119735152636,1.66183774624652,0.38746584975928,0,14.9,2.2,1,1,2,1,0.23780701754386,0.23780701754386,0.23780701754386,"Romania2004"
"459",459,"Romania","2008","2008-11-30",9,1,-Inf,0.242307692307692,0,1.66183774624652,1.66183774624652,1.66183774624652,0,0,0,13,0,0,0,0,0,0,0,0,0,"Romania2008"
"460",460,"Slovakia","1990","1990-06-09",7,0,1,0,0.115885416666667,0,0,0,2.10820906432749,2.10820906432749,2.10820906432749,0,56.4,NA,NA,NA,NA,NA,1.66666666666667,2.10820906432749,1.88872075186835,"Slovakia1990"
"461",461,"Slovakia","1992","1992-06-06",6,1,1,0.463541666666667,0,2.10820906432749,2.10820906432749,2.10820906432749,1.66666666666667,1.66666666666667,1.66666666666667,19.2,7.4,41.3,1,1,2,1,0.108579306128428,0.188888888888889,0.148734097508659,"Slovakia1992"
"462",462,"Slovakia","1994","1994-10-02",9,0,1,0,0.178082191780822,0,0,0,0,0,0,0,7.3,26.1,1,1,3,3,1.50052638271398,1.50052638271398,1.50052638271398,"Slovakia1994"
"463",463,"Slovakia","1998","1998-09-26",8,1,1,0.178082191780822,0.0916902145473574,0,0,0,1.99000242549309,2.19,1.7602338846664,7.3,59.4,8,1,1,1,1,0,0,0,"Slovakia1998"
"464",464,"Slovakia","2002","2002-09-21",9,1,1,0.229225536368394,0.20868785812606,1.89000363823963,2.01977339181287,1.7602338846664,1.36975401605082,2.24044885735763,0.108579306128428,23.8,28.87,36.56,1,1,3,3,1.62008771929825,2.35912280701754,2.07321979455781,"Slovakia2002"
"465",465,"Slovakia","2006","2006-06-17",8,1,1,0.313031787189091,0.258865578865579,1.17451408174303,2.24044885735763,0.108579306128428,2.06836713509811,4.47250773747762,0.108579306128428,27.51,37.5,0,0,0,0,0,0,0,0,"Slovakia2006"
"466",466,"Slovakia","2010","2010-06-12",10,1,1,0.431442631442631,0.219822723222585,1.20962636021843,2.01977339181287,0.108579306128428,1.40931199927079,2.35912280701754,0.108579306128428,32.2,34.29,21.59,1,1,3,2,0,0,0,"Slovakia2010"
"467",467,"Slovakia","2012","2012-03-10",12,1,-Inf,0.43964544644517,0,2.35912280701754,2.35912280701754,2.35912280701754,0,0,0,27.56,0,10.13,1,1,2,1,0,0,0,"Slovakia2012"
"468",468,"Slovenia","1990","1990-04-12",11,0,1,0,0.173280098280098,0,0,0,1.99964317857174,1.99964317857174,1.99964317857174,0,34.6,NA,NA,NA,NA,NA,1.26491229743288,1.99964317857174,1.69922687463593,"Slovenia1990"
"469",469,"Slovenia","1992","1992-12-06",11,1,1,0.433200245700246,0.26990626990627,1.99964317857174,1.99964317857174,1.99964317857174,0.205928695411018,0.205928695411018,0.205928695411018,16.2,15.78,17.08,1,1,3,2,0.205928695411018,0.205928695411018,0.205928695411018,"Slovenia1992"
"470",470,"Slovenia","1996","1996-11-10",11,1,1,0.404859404859405,0.123711340206186,0.205928695411018,0.205928695411018,0.205928695411018,1.64766079082824,1.69532158165647,1.6,13.6,33.5,4.3,1,1,1,1,1.77076021160996,1.77076021160996,1.77076021160996,"Slovenia1996"
"471",471,"Slovenia","2000","2000-10-15",10,1,1,0.494845360824742,0.488372093023256,1.69532158165647,1.69532158165647,1.69532158165647,0.773684260719699,0.773684260719699,0.773684260719699,19.4,4.3,12.9,1,1,2,2,0.773684260719699,2.9345030132093,1.8540936369645,"Slovenia2000"
"472",472,"Slovenia","2004","2004-10-03",12,1,1,0.488372093023256,0.12125730994152,0.773684260719699,0.773684260719699,0.773684260719699,1.34327489284047,2.9345030132093,0.4,4.3,39.52,5.62,1,0,2,0,0.4,0.4,0.4,"Slovenia2004"
"473",473,"Slovenia","2008","2008-09-21",11,1,1,0.303143274853801,0.192577366375765,2.09970765532109,2.9345030132093,1.26491229743288,1.13569943612082,1.93625731551856,0.205928695411018,31.8,52.24,11.18,1,1,2,1,0,0,0,"Slovenia2008"
"474",474,"Slovenia","2011","2011-12-04",12,1,-Inf,0.320962277292941,0,1.13569943612082,1.93625731551856,0.205928695411018,0,0,0,41.06,0,38.1,1,1,3,2,0,0,0,"Slovenia2011"
"475",475,"Spain","1977","1977-06-15",12,0,1,0,0,0,0,0,0.79166650772095,0.79166650772095,0.79166650772095,0,6.62,NA,NA,NA,NA,NA,0.79166650772095,2.98174591521771,1.88870526834492,"Spain1977"
"476",476,"Spain","1979","1979-03-01",14,0,1,0,0.0809227809227809,0,0,0,2.75377581990486,4.8,0.15,0,50.83,3.3,1,1,3,3,4.40909091631571,4.8,4.60454545815786,"Spain1979"
"477",477,"Spain","1982","1982-10-28",10,1,1,0.283229733229733,0,2.54087295760885,2.98174591521771,2.1,1.99638887564341,2.1,1.89277775128682,46.1,7.46,2.9,1,1,1,1,0,0,0,"Spain1982"
"478",478,"Spain","1986","1986-06-22",14,0,1,0,0,0,0,0,1.54138888888889,2.08833333333333,0.994444444444444,0,8.3,8.9,1,1,5,5,0.994444444444444,2.08833333333333,1.37481476183291,"Spain1986"
"479",479,"Spain","1989","1989-10-29",13,0,1,0,0,0,0,0,1.375,2.6,0.15,0,9.72,0.67,1,1,1,1,0.688472182485793,0.688472182485793,0.688472182485793,"Spain1989"
"480",480,"Spain","1993","1993-06-06",11,0,1,0,0,0,0,0,2.19090900421142,2.19090900421142,2.19090900421142,0,0.62,0,0,0,0,0,0,0,0,"Spain1993"
"481",481,"Spain","1996","1996-03-03",11,0,1,0,0,0,0,0,2.72537871201833,4.40909091631571,1.04166650772095,0,1.1,0,0,0,0,0,0,0,0,"Spain1996"
"482",482,"Spain","2000","2000-03-12",12,0,1,0,0,0,0,0,0.970833373069765,1.79166674613953,0.15,0,1.4,0.8,1,1,2,2,1.79166674613953,2.25,2.02083337306976,"Spain2000"
"483",483,"Spain","2004","2004-03-14",11,0,1,0,0.24,0,0,0,2.07138887564341,2.25,1.89277775128682,0,2.9,0,0,0,0,0,0,0,0,"Spain2004"
"484",484,"Spain","2008","2008-03-09",11,1,0,0.48,0,1.89277775128682,1.89277775128682,1.89277775128682,0,0,0,2.5,0,1.2,1,1,1,1,0,0,0,"Spain2008"
"485",485,"Spain","2011","2011-11-20",16,0,-Inf,0,0,0,0,0,0,0,0,0,0,1.82,1,1,2,2,0,0,0,"Spain2011"
"486",486,"Sweden","1944","1944-09-17",5,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0.808439806943752,3.45364726041493,1.99973896592495,"Sweden1944"
"487",487,"Sweden","1948","1948-09-19",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sweden1948"
"488",488,"Sweden","1952","1952-09-21",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sweden1952"
"489",489,"Sweden","1956","1956-09-26",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sweden1956"
"490",490,"Sweden","1958","1958-06-01",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sweden1958"
"491",491,"Sweden","1960","1960-09-18",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sweden1960"
"492",492,"Sweden","1964","1964-09-20",8,0,0,0,0,0,0,0,0,0,0,0,0,3.3,1,1,2,1,2.19499406138638,2.19499406138638,2.19499406138638,"Sweden1964"
"493",493,"Sweden","1968","1968-09-15",8,0,1,0,0,0,0,0,0,0,0,0,2.6,0,0,0,0,0,0,0,0,"Sweden1968"
"494",494,"Sweden","1970","1970-09-20",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sweden1970"
"495",495,"Sweden","1973","1973-09-16",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sweden1973"
"496",496,"Sweden","1976","1976-09-19",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sweden1976"
"497",497,"Sweden","1979","1979-09-16",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sweden1979"
"498",498,"Sweden","1982","1982-09-19",7,0,0,0,0,0,0,0,0,0,0,0,0,1.7,1,0,1,0,1.62105051859359,1.62105051859359,1.62105051859359,"Sweden1982"
"499",499,"Sweden","1985","1985-09-15",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sweden1985"
"500",500,"Sweden","1988","1988-09-18",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sweden1988"
"501",501,"Sweden","1991","1991-09-15",8,0,1,0,0.17910447761194,0,0,0,3.99444444444444,3.99444444444444,3.99444444444444,0,6.7,6.7,1,1,1,1,3.99444444444444,3.99444444444444,3.99444444444444,"Sweden1991"
"502",502,"Sweden","1994","1994-09-18",8,1,1,0.17910447761194,0,3.99444444444444,3.99444444444444,3.99444444444444,3.99444444444444,3.99444444444444,3.99444444444444,6.7,1.2,0,0,0,0,0,0,0,0,"Sweden1994"
"503",503,"Sweden","1998","1998-09-21",8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Sweden1998"
"504",504,"Sweden","2002","2002-09-15",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sweden2002"
"505",505,"Sweden","2006","2006-09-17",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sweden2006"
"506",506,"Sweden","2010","2010-09-19",9,0,-Inf,0,0,0,0,0,0,0,0,0,0,0.65,1,0,1,0,0,0,0,"Sweden2010"
"507",507,"Switzerland","1919","1919-10-26",9,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0.0751881850393161,3.16812861314294,1.58216964106346,"Switzerland1919"
"508",508,"Switzerland","1922","1922-10-29",9,0,1,0,0,0,0,0,0,0,0,0,0,1.8,1,1,2,2,4.47368421052632,4.47368421052632,4.47368421052632,"Switzerland1922"
"509",509,"Switzerland","1925","1925-10-25",9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,"Switzerland1925"
"510",510,"Switzerland","1928","1928-10-28",9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Switzerland1928"
"511",511,"Switzerland","1931","1931-10-25",9,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,"Switzerland1931"
"512",512,"Switzerland","1935","1935-10-27",13,0,1,0,0,0,0,0,0,0,0,0,0,4.1,1,1,5,5,0,0,0,"Switzerland1935"
"513",513,"Switzerland","1939","1939-10-29",11,0,1,0,0.148148148148148,0,0,0,2.27443619778282,4.47368421052632,0.0751881850393161,0,3.5,0,1,1,1,1,0,0,0,"Switzerland1939"
"514",514,"Switzerland","1943","1943-10-31",11,1,1,0.444444444444444,0,0.0751881850393161,0.0751881850393161,0.0751881850393161,0,0,0,0.9,0,0,1,1,2,2,0,0,0,"Switzerland1943"
"515",515,"Switzerland","1947","1947-10-26",10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Switzerland1947"
"516",516,"Switzerland","1951","1951-10-28",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Switzerland1951"
"517",517,"Switzerland","1955","1955-10-30",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Switzerland1955"
"518",518,"Switzerland","1959","1959-10-25",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Switzerland1959"
"519",519,"Switzerland","1963","1963-10-27",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Switzerland1963"
"520",520,"Switzerland","1967","1967-10-29",12,0,1,0,0,0,0,0,0,0,0,0,1.4,0.8,1,1,3,2,4.42472457885742,4.42472457885742,4.42472457885742,"Switzerland1967"
"521",521,"Switzerland","1971","1971-10-31",11,0,1,0,0,0,0,0,0,0,0,0,0.3,0.3,1,0,1,0,0,0,0,"Switzerland1971"
"522",522,"Switzerland","1975","1975-10-26",12,0,1,0,0.2,0,0,0,0,0,0,0,3,0.3,1,1,1,1,0,0,0,"Switzerland1975"
"523",523,"Switzerland","1979","1979-10-21",16,1,1,0.2,0.107142857142857,0,0,0,4.06578967445776,4.47368421052632,3.65789513838921,3,2.4,0.9,1,1,4,3,3.31140342511629,3.65789513838921,3.48464928175275,"Switzerland1979"
"524",524,"Switzerland","1983","1983-10-23",16,1,1,0.428571428571429,0,4.47368421052632,4.47368421052632,4.47368421052632,0,0,0,2.1,0.5,1,1,1,2,1,0,0,0,"Switzerland1983"
"525",525,"Switzerland","1987","1987-10-18",16,0,1,0,0.153846153846154,0,0,0,0,0,0,0,1.3,2.6,1,1,1,1,3.05555555555556,3.05555555555556,3.05555555555556,"Switzerland1987"
"526",526,"Switzerland","1991","1991-10-20",19,1,1,0.153846153846154,0,0,0,0,0,0,0,1.3,0.8,1.4,1,1,1,1,0,0,0,"Switzerland1991"
"527",527,"Switzerland","1995","1995-10-22",16,0,1,0,0.271296296296296,0,0,0,3.05555555555556,3.05555555555556,3.05555555555556,0,7.3,0.3,1,0,1,0,0,0,0,"Switzerland1995"
"528",528,"Switzerland","1999","1999-10-24",16,1,1,0.271296296296296,0.222222222222222,3.05555555555556,3.05555555555556,3.05555555555556,3.05555555555556,3.05555555555556,3.05555555555556,7.3,2.5,0,0,0,0,0,0,0,0,"Switzerland1999"
"529",529,"Switzerland","2003","2003-10-19",15,1,1,0.333333333333333,0,3.05555555555556,3.05555555555556,3.05555555555556,3.05555555555556,3.05555555555556,3.05555555555556,1.8,1.2,0,0,0,0,0,0,0,0,"Switzerland2003"
"530",530,"Switzerland","2007","2007-10-21",13,0,1,0,0,0,0,0,4.44920439469187,4.47368421052632,4.42472457885742,0,1.6,1.4,1,1,1,1,0,0,0,"Switzerland2007"
"531",531,"Switzerland","2011","2011-10-23",12,0,-Inf,0,0,0,0,0,0,0,0,0,0,6.22,1,1,3,3,0,0,0,"Switzerland2011"
"532",532,"United Kingdom","1945","1945-07-05",10,0,1,0,0,0,0,0,1.41291765905681,1.41291765905681,1.41291765905681,0,1.3,NA,NA,NA,NA,NA,0.643777093682835,2.42608486010084,1.29881990321012,"United Kingdom1945"
"533",533,"United Kingdom","1950","1950-02-23",7,0,1,0,0.30952380952381,0,0,0,0.7125,0.7125,0.7125,0,9.4,0,0,0,0,0,0,0,0,"United Kingdom1950"
"534",534,"United Kingdom","1951","1951-10-25",8,1,1,0.30952380952381,0,0.7125,0.7125,0.7125,0,0,0,9.4,0.5,0,0,0,0,0,0,0,0,"United Kingdom1951"
"535",535,"United Kingdom","1955","1955-05-26",7,0,1,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,"United Kingdom1955"
"536",536,"United Kingdom","1959","1959-10-08",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"United Kingdom1959"
"537",537,"United Kingdom","1964","1964-10-15",6,0,1,0,0,0,0,0,1.88169810847232,1.88169810847232,1.88169810847232,0,0.2,0,0,0,0,0,0,0,0,"United Kingdom1964"
"538",538,"United Kingdom","1966","1966-03-31",7,0,1,0,0,0,0,0,0,0,0,0,0,0.1,1,1,1,1,0,0,0,"United Kingdom1966"
"539",539,"United Kingdom","1970","1970-06-18",8,0,1,0,0,0,0,0,0,0,0,0,0.7,0.6,1,1,2,2,0,0,0,"United Kingdom1970"
"540",540,"United Kingdom","1974","1974-02-28",11,0,0,0,0,0,0,0,0,0,0,0,0,1.87,1,1,6,4,3.3,3.3,3.3,"United Kingdom1974"
"541",541,"United Kingdom","1974","1974-10-10",11,0,1,0,0,0,0,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,"United Kingdom1974.5"
"542",542,"United Kingdom","1979","1979-05-03",10,0,1,0,0,0,0,0,0,0,0,0,0.73,0.13,1,1,1,1,0,0,0,"United Kingdom1979"
"543",543,"United Kingdom","1983","1983-06-09",12,0,0,0,0,0,0,0,0,0,0,0,0,0.07,1,1,2,2,0.4,0.4,0.4,"United Kingdom1983"
"544",544,"United Kingdom","1987","1987-06-11",13,0,1,0,0,0,0,0,0.55625,0.7125,0.4,0,22.86,0.3,1,0,1,0,2.43,2.43,2.43,"United Kingdom1987"
"545",545,"United Kingdom","1992","1992-04-09",10,0,1,0,0,0,0,0,2.43,2.43,2.43,0,0.6,0,0,0,0,0,0,0,0,"United Kingdom1992"
"546",546,"United Kingdom","1997","1997-05-01",11,0,1,0,0,0,0,0,0,0,0,0,2.64,2.64,1,1,2,1,0,0,0,"United Kingdom1997"
"547",547,"United Kingdom","2001","2001-06-07",10,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1,0,1,0,2.84291669845581,2.84291669845581,2.84291669845581,"United Kingdom2001"
"548",548,"United Kingdom","2005","2005-05-05",12,0,1,0,0,0,0,0,3.3,3.3,3.3,0,0.8,0.3,1,1,1,1,0,0,0,"United Kingdom2005"
"549",549,"United Kingdom","2010","2010-05-06",12,0,-Inf,0,0,0,0,0,0,0,0,0,0,1.9,1,0,1,0,0,0,0,"United Kingdom2010"
