"","country","year","np5","reg_cost","eth_frag","vote_new","party_fin","uid","vote_new.1"
"351","Estonia",2003,1,NA,NA,24.60000038,NA,"Estonia2003",24.60000038
"352","Estonia",2007,1,NA,NA,7.1,NA,"Estonia2007",7.1
"353","Estonia",2011,0,NA,NA,0,NA,"Estonia2011",0
"354","Georgia",1995,NA,NA,NA,NA,NA,"Georgia1995",NA
"355","Georgia",1999,5,NA,NA,54.77999878,NA,"Georgia1999",54.77999878
"356","Georgia",2004,NA,NA,NA,NA,NA,"Georgia2004",NA
"357","Georgia",2008,2,NA,NA,9.55,NA,"Georgia2008",9.55
"358","Georgia",2012,0,NA,NA,0,NA,"Georgia2012",0
"359","Hungary",1994,3,NA,NA,4.659999847,NA,"Hungary1994",4.659999847
"360","Hungary",1998,2,NA,NA,1.830000043,NA,"Hungary1998",1.830000043
"361","Hungary",2002,1,NA,NA,3.900000095,NA,"Hungary2002",3.900000095
"362","Hungary",2006,0,NA,NA,0,NA,"Hungary2006",0
"363","Hungary",2010,2,NA,NA,8.372847626,NA,"Hungary2010",8.372847626
"364","Latvia",1993,NA,NA,NA,NA,NA,"Latvia1993",NA
"365","Latvia",1995,3,NA,NA,17.34000015,NA,"Latvia1995",17.34000015
"366","Latvia",1998,4,NA,NA,30.29000092,NA,"Latvia1998",30.29000092
"367","Latvia",2002,4,NA,NA,29.45000076,NA,"Latvia2002",29.45000076
"368","Latvia",2006,3,NA,NA,3.565514909,NA,"Latvia2006",3.565514909
"369","Latvia",2010,3,NA,NA,3.063160892,NA,"Latvia2010",3.063160892
"370","Latvia",2011,1,NA,NA,21.01443052,NA,"Latvia2011",21.01443052
"371","Lithuania",1992,NA,NA,NA,NA,NA,"Lithuania1992",NA
"372","Lithuania",1996,6,NA,NA,11.89000034,NA,"Lithuania1996",11.89000034
"373","Lithuania",2000,5,NA,NA,23.61000061,NA,"Lithuania2000",23.61000061
"374","Lithuania",2004,4,NA,NA,42.25999832,NA,"Lithuania2004",42.25999832
"375","Lithuania",2008,5,NA,NA,28.9026745,NA,"Lithuania2008",28.9026745
"376","Lithuania",2012,2,NA,NA,10.51452263,NA,"Lithuania2012",10.51452263
"377","Macedonia",1994,NA,NA,NA,NA,NA,"Macedonia1994",NA
"378","Macedonia",1998,2,NA,NA,11.56762528,NA,"Macedonia1998",11.56762528
"379","Macedonia",2002,5,NA,NA,17.41201301,NA,"Macedonia2002",17.41201301
"380","Macedonia",2006,8,NA,NA,20.53461086,NA,"Macedonia2006",20.53461086
"381","Macedonia",2008,1,NA,NA,2.357772259,NA,"Macedonia2008",2.357772259
"382","Macedonia",2011,1,NA,NA,1.915015515,NA,"Macedonia2011",1.915015515
"383","Moldova",1994,NA,NA,NA,NA,NA,"Moldova1994",NA
"384","Moldova",1998,8,NA,NA,55.54999924,NA,"Moldova1998",55.54999924
"385","Moldova",2001,7,NA,NA,3.519999981,NA,"Moldova2001",3.519999981
"386","Moldova",2005,0,NA,NA,0,NA,"Moldova2005",0
"387","Moldova",2009,2,NA,NA,13.44061852,NA,"Moldova2009",13.44061852
"388","Moldova",2010,1,NA,NA,0.900271174,NA,"Moldova2010",0.900271174
"389","Montenegro",2006,5,NA,NA,32.99954255,NA,"Montenegro2006",32.99954255
"390","Montenegro",2009,3,NA,NA,3.93713425,NA,"Montenegro2009",3.93713425
"391","Montenegro",2012,1,NA,NA,8.4,NA,"Montenegro2012",8.4
"392","Poland",1993,4,NA,NA,18.17000008,NA,"Poland1993",18.17000008
"393","Poland",1997,4,NA,NA,10.72999954,NA,"Poland1997",10.72999954
"394","Poland",2001,3,NA,NA,30.37999916,NA,"Poland2001",30.37999916
"395","Poland",2005,5,NA,NA,10.5,NA,"Poland2005",10.5
"396","Poland",2007,0,NA,NA,0,NA,"Poland2007",0
"397","Poland",2011,2,NA,NA,12.21255182,NA,"Poland2011",12.21255182
"398","Romania",1992,6,NA,NA,34.36999893,NA,"Romania1992",34.36999893
"399","Romania",1996,7,NA,NA,8.350000381,NA,"Romania1996",8.350000381
"400","Romania",2000,3,NA,NA,6.300000191,NA,"Romania2000",6.300000191
"401","Romania",2004,4,NA,NA,4.626399994,NA,"Romania2004",4.626399994
"402","Romania",2008,0,NA,NA,0,NA,"Romania2008",0
"403","Romania",2012,2,NA,NA,15.01802756,NA,"Romania2012",15.01802756
"404","Russia",1993,NA,NA,NA,NA,NA,"Russia1993",NA
"405","Russia",1995,14,NA,NA,30.54000092,NA,"Russia1995",30.54000092
"406","Russia",1999,13,NA,NA,51.91999817,NA,"Russia1999",51.91999817
"407","Serbia-Montenegro",2003,1,NA,NA,11.5,NA,"Serbia-Montenegro2003",11.5
"408","Serbia",2007,2,NA,NA,8.4,NA,"Serbia2007",8.4
"409","Serbia",2008,0,NA,NA,0,NA,"Serbia2008",0
"410","Serbia",2012,1,NA,NA,24,NA,"Serbia2012",24
"411","Slovakia",1992,7,NA,NA,50.04999924,NA,"Slovakia1992",50.04999924
"412","Slovakia",1994,6,NA,NA,21.68000031,NA,"Slovakia1994",21.68000031
"413","Slovakia",1998,2,NA,NA,8.5,NA,"Slovakia1998",8.5
"414","Slovakia",2002,8,NA,NA,31.87999916,NA,"Slovakia2002",31.87999916
"415","Slovakia",2006,2,NA,NA,4.105614121,NA,"Slovakia2006",4.105614121
"416","Slovakia",2010,4,NA,NA,22.27561245,NA,"Slovakia2010",22.27561245
"417","Slovakia",2012,3,NA,NA,11.45,NA,"Slovakia2012",11.45
"418","Slovenia",1992,7,NA,NA,17.42000008,NA,"Slovenia1992",17.42000008
"419","Slovenia",1996,2,NA,NA,1.059999943,NA,"Slovenia1996",1.059999943
"420","Slovenia",2000,3,NA,NA,13.73999977,NA,"Slovenia2000",13.73999977
"421","Slovenia",2004,4,NA,NA,6.559999943,NA,"Slovenia2004",6.559999943
"422","Slovenia",2008,3,NA,NA,12.13421979,NA,"Slovenia2008",12.13421979
"423","Slovenia",2011,3,NA,NA,37.45353218,NA,"Slovenia2011",37.45353218
"424","Ukraine",1994,NA,NA,NA,NA,NA,"Ukraine1994",NA
"425","Ukraine",1998,12,NA,NA,27.37999916,NA,"Ukraine1998",27.37999916
"426","Ukraine",2002,6,NA,NA,11.21000004,NA,"Ukraine2002",11.21000004
"427","Ukraine",2006,0,NA,NA,0,NA,"Ukraine2006",0
"428","Ukraine",2007,0,NA,NA,0,NA,"Ukraine2007",0
"429","Ukraine",2012,1,NA,NA,1.1,NA,"Ukraine2012",1.1
