elec_id,country,date,year,aclp_code,ccode,ccode2,presidential,legislative_type,elecrule,tier1_formula,tier2_formula,tier3_formula,tier4_formula,mixed_type,multi,multi_linked,seats,tier1_avemag,tier1_districts,upperseats,uppertier,tier2_districts,tier3_districts,tier4_districts,enep,enep_others,enep1,enpp,enpp_others,enpp1,enpres,preselecrule,region1,region2,region3,regime,secondround,thirdround
L-GRC-1963-11-3,Greece,11/3/1963,1963,110,350,350,0,2,9,15,12,13,NA,NA,1,1,300,5.45,55,-99,-99,9,1,0,2.83,0.5,2.83,2.42,0,2.42,NA,NA,10,10,3,0,NA,NA
L-GRC-1964-2-16,Greece,2/16/1964,1964,110,350,350,0,2,9,15,12,13,NA,NA,1,1,300,5.45,55,-99,-99,9,1,0,2.4,0.2,2.4,2.26,0,2.26,NA,NA,10,10,3,0,NA,NA
L-GRC-1974-11-17,Greece,11/17/1974,1974,110,350,350,0,2,9,15,12,13,13,NA,1,1,300,5.14,56,12,4,9,1,1,2.75,1.1,2.75,1.73,0,1.73,NA,NA,10,10,3,0,NA,NA
L-GRC-1977-11-20,Greece,11/20/1977,1977,110,350,350,0,2,9,15,12,13,13,NA,1,1,300,5.14,56,12,4,9,1,1,3.74,0.9,3.74,2.35,0,2.35,NA,NA,10,10,3,0,NA,NA
L-GRC-1981-10-19,Greece,10/19/1981,1981,110,350,350,0,2,9,15,12,13,13,NA,1,1,300,5.14,56,12,4,9,1,1,2.68,0.5,2.68,2.1,0,2.1,NA,NA,10,10,3,0,NA,NA
L-GRC-1985-6-3,Greece,6/3/1985,1985,110,350,350,0,2,9,15,12,13,NA,NA,1,1,300,5.14,56,12,4,9,1,1,2.59,0.5,2.59,2.14,0,2.14,NA,NA,10,10,3,0,NA,NA
L-GRC-1989-11-5,Greece,6/18/1989,1989,110,350,350,0,2,9,15,15,13,NA,NA,1,1,300,5.14,56,12,4,13,1,0,2.55,1.5,2.56,2.32,0,2.32,NA,NA,10,10,3,0,NA,NA
L-GRC-1989-6-18,Greece,11/5/1989,1989,110,350,350,0,2,9,15,15,13,NA,NA,1,1,300,5.14,56,12,4,13,1,0,2.73,0.8,2.73,2.4,0,2.4,NA,NA,10,10,3,0,NA,NA
L-GRC-1990-4-8,Greece,4/8/1990,1990,110,350,350,0,2,9,15,15,13,NA,NA,1,1,300,5.14,56,12,4,13,1,0,2.63,0,2.63,2.37,0,2.37,NA,NA,10,10,3,0,NA,NA
L-GRC-1993-10-10,Greece,10/10/1993,1993,110,350,350,0,2,9,15,15,12,13,NA,1,1,300,5.14,56,12,4,13,1,1,2.63,0.9,2.63,2.17,0,2.17,NA,NA,10,10,3,0,NA,NA
L-GRC-1996-9-22,Greece,9/22/1996,1996,110,350,350,0,2,9,15,15,12,13,NA,1,1,300,5.14,56,12,4,13,1,1,3.06,2.3,3.07,2.36,0,2.36,NA,NA,10,10,3,0,NA,NA
L-GRC-2000-4-9,Greece,4/9/2000,2000,110,350,350,0,2,9,15,15,12,13,NA,1,1,300,5.14,56,12,4,13,1,1,2.64,2.1,2.64,2.21,0,2.21,NA,NA,10,10,3,0,NA,NA
L-GRC-2004-3-7,Greece,3/7/2004,2004,110,350,350,0,2,9,15,15,12,13,NA,1,1,300,5.14,56,12,4,13,1,1,2.66,4.9,2.67,2.19,0,2.19,NA,NA,10,10,3,0,NA,NA
L-GRC-2007-9-16,Greece,9/16/2007,2007,110,350,350,0,3,11,13,13,NA,NA,5,0,0,300,4.64,56,12,4,1,0,0,3.02,3.1,3.02,2.62,0,2.62,NA,NA,10,10,3,0,NA,NA
L-GRC-2009-10-4,Greece,10/4/2009,2009,110,350,350,0,3,11,13,13,NA,NA,5,0,0,300,4.25,56,12,4,1,0,0,3.16,2.3,3.16,2.59,0,2.59,NA,NA,10,10,3,0,NA,NA
L-GRG-2004-3-28,Georgia,3/28/2004,2004,161,372,372,0,3,12,3,13,NA,NA,2,0,0,235,1,85,150,63.83,1,0,0,1.91,24.7,2.12,1.21,0,1.21,NA,NA,9,9,4,1,NA,NA
L-GRG-2008-5-21,Georgia,5/21/2008,2008,161,372,372,0,3,12,3,13,NA,NA,2,0,0,150,1,75,75,50,1,0,0,2.51,4.3,2.52,1.55,0,1.55,NA,NA,9,9,4,1,NA,NA
L-GRN-1976-12-7,Grenada,12/7/1976,1976,56,55,55,0,1,1,1,NA,NA,NA,NA,0,0,15,1,15,0,0,0,0,0,2.07,1.97,2.075,1.92,0,1.92,NA,NA,8,8,7,0,NA,NA
L-GRN-1984-12-3,Grenada,12/3/1984,1984,56,55,55,0,1,1,1,NA,NA,NA,NA,0,0,15,1,15,0,0,0,0,0,2.11,0.3,2.11,1.14,0,1.14,NA,NA,8,8,7,0,NA,NA
L-GRN-1990-3-13,Grenada,3/13/1990,1990,56,55,55,0,1,1,1,NA,NA,NA,NA,0,0,15,1,15,0,0,0,0,0,3.85,0,3.85,3.08,0,3.08,NA,NA,8,8,7,0,NA,NA
L-GRN-1995-6-20,Grenada,6/20/1995,1995,56,55,55,0,1,1,1,NA,NA,NA,NA,0,0,15,1,15,0,0,0,0,0,3.65,2.25,3.66,2.42,0,2.42,NA,NA,8,8,7,0,NA,NA
L-GRN-1999-1-18,Grenada,1/18/1999,1999,56,55,55,0,1,1,1,NA,NA,NA,NA,0,0,15,1,15,0,0,0,0,0,2.15,0.6,2.15,1,0,1,NA,NA,8,8,7,0,NA,NA
L-GRN-2003-11-27,Grenada,11/27/2003,2003,56,55,55,0,1,1,1,NA,NA,NA,NA,0,0,15,1,15,0,0,0,0,0,2.3,6.8,2.31,1.99,0,1.99,NA,NA,8,8,7,0,NA,NA
L-GRN-2008-7-8,Grenada,7/8/2008,2008,56,55,55,0,1,1,1,NA,NA,NA,NA,0,0,15,1,15,0,0,0,0,0,2.03,1.7,2.03,1.64,0,1.64,NA,NA,8,8,7,0,NA,NA
L-GUA-1950-12-16,Guatemala,12/16/1950,1950,57,90,90,0,2,9,12,NA,NA,NA,NA,0,0,68,3.09,22,0,0,0,0,0,-99,-99,-99,5.01,-99,-99,NA,NA,7,7,7,2,NA,NA
L-GUA-1953-1-18,Guatemala,1/18/1953,1953,57,90,90,0,2,9,12,NA,NA,NA,NA,0,0,68,3.09,22,0,0,0,0,0,-99,-99,-99,3.77,-99,-99,NA,NA,7,7,7,2,NA,NA
L-GUA-1958-1-19,Guatemala,1/19/1958,1958,57,90,90,0,2,9,12,NA,NA,NA,NA,0,0,66,3,22,0,0,0,0,0,3.23,0,3.23,NA,-99,-99,NA,NA,7,7,7,2,NA,NA
L-GUA-1959-12-16,Guatemala,12/16/1959,1959,57,90,90,0,2,9,12,NA,NA,NA,NA,0,0,66,3,22,0,0,0,0,0,5.29,0,5.29,4.44,-99,-99,NA,NA,7,7,7,2,NA,NA
L-GUA-1961-12-3,Guatemala,12/3/1961,1961,57,90,90,0,2,9,12,NA,NA,NA,NA,0,0,66,3,22,0,0,0,0,0,2.89,0,2.89,NA,-99,-99,NA,NA,7,7,7,2,NA,NA
L-GUA-1966-3-6,Guatemala,3/6/1966,1966,57,90,90,0,2,9,25,NA,NA,NA,NA,0,0,55,2.5,22,0,0,0,0,0,2.83,0,2.83,2.32,0,2.32,NA,NA,7,7,7,2,NA,NA
L-GUA-1970-3-1,Guatemala,3/1/1970,1970,57,90,90,0,2,9,25,NA,NA,NA,NA,0,0,55,2.5,22,0,0,0,0,0,2.83,0,2.83,1.89,-99,-99,NA,NA,7,7,7,2,NA,NA
L-GUA-1974-3-3,Guatemala,3/3/1974,1974,57,90,90,0,2,9,25,NA,NA,NA,NA,0,0,60,2.73,22,0,0,0,0,0,-99,-99,-99,4.59,0,4.59,NA,NA,7,7,7,2,NA,NA
L-GUA-1978-3-5,Guatemala,3/5/1978,1978,57,90,90,0,2,9,25,NA,NA,NA,NA,0,0,61,2.77,22,0,0,0,0,0,-99,-99,-99,3.26,-99,-99,NA,NA,7,7,7,2,NA,NA
L-GUA-1982-3-7,Guatemala,3/7/1982,1982,57,90,90,0,2,9,25,NA,NA,NA,NA,0,0,66,3,22,0,0,0,0,0,-99,-99,-99,2.74,10.6,2.81,NA,NA,7,7,7,4,NA,NA
L-GUA-1990-11-11,Guatemala,11/11/1990,1990,57,90,90,0,2,9,25,25,NA,NA,NA,1,0,116,3.87,23,27,23.27,1,0,0,7.01,3.09,7.06,4.43,0,4.43,NA,NA,7,7,7,2,NA,NA
L-GUA-1994-8-14,Guatemala,8/14/1994,1994,57,90,90,0,2,9,25,25,NA,NA,NA,1,0,80,2.78,23,16,20,1,0,0,5.67,1.49,5.7,3.47,0,3.47,NA,NA,7,7,7,2,NA,NA
L-GUA-1995-11-12,Guatemala,11/12/1995,1995,57,90,90,0,2,9,25,25,NA,NA,NA,1,0,80,2.78,23,16,20,1,0,0,5.9,6.23,6.035,2.73,0,2.73,NA,NA,7,7,7,2,NA,NA
L-GUA-1999-11-7,Guatemala,11/7/1999,1999,57,90,90,0,2,9,25,25,NA,NA,NA,1,0,113,3.96,23,22,19.47,1,0,0,3.76,1.25,3.765,2.35,0,2.35,NA,NA,7,7,7,2,NA,NA
L-GUA-2003-11-9,Guatemala,11/9/2003,2003,57,90,90,0,2,9,25,25,NA,NA,NA,1,0,158,5.77,22,31,19.62,1,0,0,5.49,15.9,6.28,4.61,4.43,4.63,NA,NA,7,7,7,2,NA,NA
L-GUA-2007-9-9,Guatemala,9/9/2007,2007,57,90,90,0,2,9,25,25,NA,NA,NA,1,0,158,5.77,22,31,19.62,1,0,0,7.74,0,7.74,4.78,0,4.78,NA,NA,7,7,7,2,NA,NA
L-GUA-2011-9-11,Guatemala,9/11/2011,2011,57,90,90,0,2,9,25,25,NA,NA,NA,1,0,158,5.77,22,31,19.62,1,0,0,6.39,0,6.39,4.15,0,4.15,NA,NA,7,7,7,2,NA,NA
L-HON-1957-9-22,Honduras,9/22/1957,1957,59,91,91,0,2,9,13,NA,NA,NA,NA,0,0,58,-99,-99,0,0,0,0,0,2.09,-99,-99,2.06,-99,-99,NA,NA,7,7,7,2,NA,NA
L-HON-1971-3-28,Honduras,3/28/1971,1971,59,91,91,0,2,9,13,NA,NA,NA,NA,0,0,64,-99,-99,0,0,0,0,0,1.99,0,1.99,2,0,2,NA,NA,7,7,7,2,NA,NA
L-HON-1985-11-24,Honduras,11/24/1985,1985,59,91,91,0,2,9,13,NA,NA,NA,NA,0,0,134,7.44,18,0,0,0,0,0,2.14,0,2.14,2.12,0,2.12,NA,NA,7,7,7,2,NA,NA
L-HON-1989-11-26,Honduras,11/26/1989,1989,59,91,91,0,2,9,13,NA,NA,NA,NA,0,0,128,7.11,18,0,0,0,0,0,2.13,0,2.13,2,0,2,NA,NA,7,7,7,2,NA,NA
L-HON-1993-11-28,Honduras,11/28/1993,1993,59,91,91,0,2,9,13,NA,NA,NA,NA,0,0,128,7.11,18,0,0,0,0,0,2.14,0,2.14,2.03,0,2.03,NA,NA,7,7,7,2,NA,NA
L-HON-1997-11-30,Honduras,11/30/1997,1997,59,91,91,0,2,9,13,NA,NA,NA,NA,0,0,133,7.39,18,0,0,0,0,0,2.38,0,2.38,2.18,0,2.18,NA,NA,7,7,7,2,NA,NA
L-HON-2001-11-25,Honduras,11/25/2001,2001,59,91,91,0,2,9,13,NA,NA,NA,NA,0,0,128,7.11,18,0,0,0,0,0,2.58,0,2.58,2.41,0,2.41,NA,NA,7,7,7,2,NA,NA
L-HON-2005-11-27,Honduras,11/27/2005,2005,59,91,91,0,2,9,13,NA,NA,NA,NA,0,0,128,7.11,18,0,0,0,0,0,2.69,0.16,2.69,2.37,0,2.37,NA,NA,7,7,7,2,NA,NA
L-HON-2009-11-29,Honduras,11/29/2009,2009,59,91,91,0,2,9,13,NA,NA,NA,NA,0,0,128,7.11,18,0,0,0,0,0,2.46,0.2,2.46,2.3,0,2.3,NA,NA,7,7,7,2,NA,NA
L-HUN-1990-3-25,Hungary,3/25/1990,1990,111,310,310,0,3,11,2,16,25,NA,4,0,0,386,1,176,210,54.4,20,1,0,7.14,6.91,7.4,3.79,0,3.79,NA,NA,9,9,4,0,8-Apr-90,NA
L-HUN-1994-5-8,Hungary,5/8/1994,1994,111,310,310,0,3,11,2,16,25,NA,4,0,0,386,1,176,210,54.4,20,1,0,5.97,2.26,5.99,2.9,0,2.9,NA,NA,9,9,4,0,29-May-94,NA
L-HUN-1998-5-10,Hungary,5/10/1998,1998,111,310,310,0,3,11,2,16,25,NA,4,0,0,386,1,176,210,54.4,20,1,0,6.66,1.7,6.67,4.08,0.3,4.08,NA,NA,9,9,4,0,24-May-98,NA
L-HUN-2002-4-7,Hungary,4/7/2002,2002,111,310,310,0,3,11,2,16,25,NA,4,0,0,386,1,176,210,54.4,20,1,0,2.94,6.2,2.97,2.21,0,2.21,NA,NA,9,9,4,0,21-Apr-02,NA
L-HUN-2006-4-9,Hungary,4/9/2006,2006,111,310,310,0,3,11,2,16,25,NA,4,0,0,386,1,176,210,54.4,20,1,0,2.8,4.7,2.81,2.4,0.26,2.4,NA,NA,9,9,4,0,23-Apr-06,NA
L-HUN-2010-4-11,Hungary,4/11/2010,2010,111,310,310,0,3,11,2,16,25,NA,4,0,0,386,1,176,210,54.4,20,1,0,2.82,1.2,2.82,2,0.26,2,NA,NA,9,9,4,0,NA,NA
L-ICE-1946-6-30,Iceland,6/30/1946,1946,112,395,395,0,3,12,25,25,NA,NA,1,0,0,52,1.46,28,11,21.15,1,0,0,3.58,0.1,3.58,3.6,0,3.6,NA,NA,10,10,3,1,NA,NA
L-ICE-1949-10-23,Iceland,10/23/1949,1949,112,395,395,0,3,12,25,25,NA,NA,1,0,0,52,1.46,28,11,21.15,1,0,0,3.55,0,3.55,3.47,0,3.47,NA,NA,10,10,3,1,NA,NA
L-ICE-1953-6-28,Iceland,6/28/1953,1953,112,395,395,0,3,12,25,25,NA,NA,1,0,0,52,1.46,28,11,21.15,1,0,0,4.16,0,4.16,3.44,0,3.44,NA,NA,10,10,3,1,NA,NA
L-ICE-1956-6-24,Iceland,6/24/1956,1956,112,395,395,0,3,12,25,25,NA,NA,1,0,0,52,1.46,28,11,21.15,1,0,0,3.62,0,3.62,3.48,0,3.48,NA,NA,10,10,3,1,NA,NA
L-ICE-1959-10-25,Iceland,6/28/1959,1959,112,395,395,0,3,12,25,25,NA,NA,1,0,0,52,1.46,28,11,21.15,1,0,0,3.66,0,3.66,3.44,0,3.44,NA,NA,10,10,3,1,NA,NA
L-ICE-1959-6-28,Iceland,10/25/1959,1959,112,395,395,0,2,9,25,25,NA,NA,NA,1,1,60,6.13,8,11,18.3,1,0,0,3.4,0,3.4,3.2,0,3.2,NA,NA,10,10,3,1,NA,NA
L-ICE-1963-6-9,Iceland,6/9/1963,1963,112,395,395,0,2,9,25,25,NA,NA,NA,1,1,60,6.13,8,11,18.3,1,0,0,3.37,0.2,3.37,3.33,0,3.33,NA,NA,10,10,3,1,NA,NA
L-ICE-1967-6-11,Iceland,6/11/1967,1967,112,395,395,0,2,9,25,25,NA,NA,NA,1,1,60,6.13,8,11,18.3,1,0,0,3.77,0,3.77,3.55,0,3.55,NA,NA,10,10,3,1,NA,NA
L-ICE-1971-6-13,Iceland,6/13/1971,1971,112,395,395,0,2,9,25,25,NA,NA,NA,1,1,60,6.13,8,11,18.3,1,0,0,4.1,0,4.1,3.85,0,3.85,NA,NA,10,10,3,1,NA,NA
L-ICE-1974-6-30,Iceland,6/30/1974,1974,112,395,395,0,2,9,25,25,NA,NA,NA,1,1,60,6.13,8,11,18.3,1,0,0,3.47,0.4,3.47,3.38,0,3.38,NA,NA,10,10,3,1,NA,NA
L-ICE-1978-6-25,Iceland,6/25/1978,1978,112,395,395,0,2,9,25,25,NA,NA,NA,1,1,60,6.13,8,11,18.3,1,0,0,4.2,2.2,4.21,3.85,0,3.85,NA,NA,10,10,3,1,NA,NA
L-ICE-1979-12-2,Iceland,12/2/1979,1979,112,395,395,0,2,9,25,25,NA,NA,NA,1,1,60,6.13,8,11,18.3,1,0,0,3.89,2.5,3.9,3.78,1.7,3.79,NA,NA,10,10,3,1,NA,NA
L-ICE-1983-4-23,Iceland,4/23/1983,1983,112,395,395,0,2,9,25,25,NA,NA,NA,1,1,60,6.13,8,11,18.3,1,0,0,4.26,1.1,4.26,4.07,0,4.07,NA,NA,10,10,3,1,NA,NA
L-ICE-1987-4-25,Iceland,4/25/1987,1987,112,395,395,0,2,9,13,25,NA,NA,NA,1,1,63,6.25,8,13,20.6,1,0,0,5.77,0,5.77,5.35,0,5.35,NA,NA,10,10,3,1,NA,NA
L-ICE-1991-4-20,Iceland,4/20/1991,1991,112,395,395,0,2,9,13,25,NA,NA,NA,1,1,63,6.25,8,13,20.6,1,0,0,4.22,0,4.22,3.77,0,3.77,NA,NA,10,10,3,1,NA,NA
L-ICE-1995-4-8,Iceland,4/8/1995,1995,112,395,395,0,2,9,13,25,NA,NA,NA,1,1,63,6.25,8,13,20.6,1,0,0,4.29,1.1,4.29,3.95,0,3.95,NA,NA,10,10,3,1,NA,NA
L-ICE-1999-5-8,Iceland,5/8/1999,1999,112,395,395,0,2,9,13,25,NA,NA,NA,1,1,63,6.25,8,13,20.6,1,0,0,3.55,0.8,3.55,3.45,0,3.45,NA,NA,10,10,3,1,NA,NA
L-ICE-2003-5-10,Iceland,5/10/2003,2003,112,395,395,0,2,9,25,25,NA,NA,NA,1,1,63,10.5,6,9,14.29,1,0,0,3.94,2,3.94,3.71,0,3.71,NA,NA,10,10,3,1,NA,NA
L-ICE-2007-5-12,Iceland,5/12/2007,2007,112,395,395,0,2,9,25,25,NA,NA,NA,1,1,63,10.5,6,9,14.29,1,0,0,4.06,0,4.06,3.62,0,3.62,NA,NA,10,10,3,1,NA,NA
L-ICE-2009-4-25,Iceland,4/25/2009,2009,112,395,395,0,2,9,25,25,NA,NA,NA,1,1,63,10.5,6,9,14.29,1,0,0,4.55,0,4.55,4.18,0,4.18,NA,NA,10,10,3,1,NA,NA
L-IND-1951-10-25,India,10/25/1951,1951,80,750,750,0,1,1,1,NA,NA,NA,NA,0,0,489,1.23,396,0,0,0,0,0,3.82,19.7,4.49,1.77,8.14,1.79,NA,NA,2,2,2,0,NA,NA
L-IND-1957-2-24,India,2/24/1957,1957,80,750,750,0,1,1,1,NA,NA,NA,NA,0,0,494,1.25,396,0,0,0,0,0,3.4,20.2,3.94,1.76,8.71,1.79,NA,NA,2,2,2,0,NA,NA
L-IND-1962-2-16,India,2/16/1962,1962,80,750,750,0,1,1,1,NA,NA,NA,NA,0,0,494,1,494,0,0,0,0,0,4.15,11.7,4.4,1.85,4.68,1.86,NA,NA,2,2,2,0,NA,NA
L-IND-1967-2-15,India,2/15/1967,1967,80,750,750,0,1,1,1,NA,NA,NA,NA,0,0,520,1,520,0,0,0,0,0,4.67,14.7,5.19,3.13,7.57,3.19,NA,NA,2,2,2,0,NA,NA
L-IND-1971-3-1,India,3/1/1971,1971,80,750,750,0,1,1,1,NA,NA,NA,NA,0,0,518,1,518,0,0,0,0,0,4.38,11.1,4.63,2.12,4.06,2.12,NA,NA,2,2,2,0,NA,NA
L-IND-1977-3-16,India,3/16/1977,1977,80,750,750,0,1,1,1,NA,NA,NA,NA,0,0,542,1,542,0,0,0,0,0,3.35,6.8,3.4,2.62,2.22,2.62,NA,NA,2,2,2,0,NA,NA
L-IND-1980-1-3,India,1/3/1980,1980,80,750,750,0,1,1,1,NA,NA,NA,NA,0,0,542,1,542,0,0,0,0,0,4.13,8.1,4.25,2.16,2.46,2.16,NA,NA,2,2,2,0,NA,NA
L-IND-1984-12-24,India,12/24/1984,1984,80,750,750,0,1,1,1,NA,NA,NA,NA,0,0,542,1,542,0,0,0,0,0,3.83,9.9,3.98,1.69,1.48,1.69,NA,NA,2,2,2,0,NA,NA
L-IND-1989-11-22,India,11/22/1989,1989,80,750,750,0,1,1,1,NA,NA,NA,NA,0,0,543,1,543,0,0,0,0,0,4.74,5.3,4.8,4.11,0,4.11,NA,NA,2,2,2,0,NA,NA
L-IND-1991-5-20,India,5/20/1991,1991,80,750,750,0,1,1,1,NA,NA,NA,NA,0,0,543,1,543,0,0,0,0,0,5.08,4,5.12,3.6,0,3.6,NA,NA,2,2,2,0,NA,NA
L-IND-1996-4-27,India,4/27/1996,1996,80,750,750,0,1,1,1,NA,NA,NA,NA,0,0,543,1,543,0,0,0,0,0,5.38,30.9,7.36,5.82,0,5.82,NA,NA,2,2,2,0,NA,NA
L-IND-1998-2-16,India,2/16/1998,1998,80,750,750,0,1,1,1,NA,NA,NA,NA,0,0,543,1,543,0,0,0,0,0,6.59,10.5,6.85,5.49,48,5.61,NA,NA,2,2,2,0,NA,NA
L-IND-1999-9-5,India,9/5/1999,1999,80,750,750,0,1,1,1,NA,NA,NA,NA,0,0,543,1,543,0,0,0,0,0,6.7,2.7,6.74,5.86,0,5.86,NA,NA,2,2,2,0,NA,NA
L-IND-2004-4-20,India,4/20/2004,2004,80,750,750,0,1,1,1,NA,NA,NA,NA,0,0,543,1,543,0,0,0,0,0,7.59,11.8,8.49,6.52,4.6,6.6,NA,NA,2,2,2,0,NA,NA
L-IND-2009-4-16,India,4/16/2009,2009,80,750,750,0,1,1,1,NA,NA,NA,NA,0,0,543,1,543,0,0,0,0,0,7.74,12.3,8.76,5.01,1.66,5.01,NA,NA,2,2,2,0,NA,NA
L-INS-1999-6-7,Indonesia,6/7/1999,1999,81,850,850,0,2,9,13,NA,NA,NA,NA,0,0,462,17.11,27,0,0,0,0,0,5.05,4.5,5.05,4.67,0,4.67,NA,NA,4,4,2,2,NA,NA
L-INS-2004-4-5,Indonesia,4/5/2004,2004,81,850,850,0,2,9,13,NA,NA,NA,NA,0,0,550,7.97,69,0,0,0,0,0,8.55,4.8,8.71,7.07,0,7.07,NA,NA,4,4,2,2,NA,NA
L-INS-2009-4-9,Indonesia,4/9/2009,2009,81,850,850,0,2,9,13,NA,NA,NA,NA,0,0,560,7.27,77,0,0,0,0,0,9.59,9.7,10.48,6.13,0,6.13,NA,NA,4,4,2,2,NA,NA
L-IRE-1948-2-4,Ireland,2/4/1948,1948,113,205,205,0,2,10,28,NA,NA,NA,NA,0,0,147,3.68,40,0,0,0,0,0,3.99,8.3,4.09,3.54,8.2,3.61,NA,NA,10,10,3,1,NA,NA
L-IRE-1951-5-30,Ireland,5/30/1951,1951,113,205,205,0,2,10,28,NA,NA,NA,NA,0,0,147,3.68,40,0,0,0,0,0,3.27,9.6,3.36,3.16,9.5,3.25,NA,NA,10,10,3,1,NA,NA
L-IRE-1954-5-18,Ireland,5/18/1954,1954,113,205,205,0,2,10,28,NA,NA,NA,NA,0,0,147,3.68,40,0,0,0,0,0,3.21,5.7,3.24,3.03,3.4,3.04,NA,NA,10,10,3,1,NA,NA
L-IRE-1957-3-5,Ireland,3/5/1957,1957,113,205,205,0,2,10,28,NA,NA,NA,NA,0,0,147,3.68,40,0,0,0,0,0,3.12,6.4,3.16,2.72,5.4,2.74,NA,NA,10,10,3,1,NA,NA
L-IRE-1961-10-4,Ireland,10/4/1961,1961,113,205,205,0,2,10,28,NA,NA,NA,NA,0,0,144,3.79,38,0,0,0,0,0,3.2,5.7,3.24,2.8,4.2,2.82,NA,NA,10,10,3,1,NA,NA
L-IRE-1965-4-7,Ireland,4/7/1965,1965,113,205,205,0,2,10,28,NA,NA,NA,NA,0,0,144,3.79,38,0,0,0,0,0,2.72,2.1,2.72,2.63,1.4,2.63,NA,NA,10,10,3,1,NA,NA
L-IRE-1969-6-18,Ireland,6/18/1969,1969,113,205,205,0,2,10,28,NA,NA,NA,NA,0,0,144,3.4,42,0,0,0,0,0,2.82,3.2,2.82,2.45,0.7,2.45,NA,NA,10,10,3,1,NA,NA
L-IRE-1973-2-28,Ireland,2/28/1973,1973,113,205,205,0,2,10,28,NA,NA,NA,NA,0,0,144,3.4,42,0,0,0,0,0,2.8,3.9,2.81,2.58,1.4,2.58,NA,NA,10,10,3,1,NA,NA
L-IRE-1977-6-16,Ireland,6/16/1977,1977,113,205,205,0,2,10,28,NA,NA,NA,NA,0,0,148,3.5,42,0,0,0,0,0,2.73,5.6,2.86,2.37,2.7,2.38,NA,NA,10,10,3,1,NA,NA
L-IRE-1981-6-11,Ireland,6/11/1981,1981,113,205,205,0,2,10,28,NA,NA,NA,NA,0,0,166,4,41,0,0,0,0,0,2.85,3.7,2.86,2.61,2.4,2.61,NA,NA,10,10,3,1,NA,NA
L-IRE-1982-11-24,Ireland,2/18/1982,1982,113,205,205,0,2,10,28,NA,NA,NA,NA,0,0,166,4,41,0,0,0,0,0,2.68,3.1,2.69,2.55,2.4,2.56,NA,NA,10,10,3,1,NA,NA
L-IRE-1982-2-18,Ireland,11/24/1982,1982,113,205,205,0,2,10,28,NA,NA,NA,NA,0,0,166,4,41,0,0,0,0,0,2.71,2.3,2.72,2.55,1.8,2.55,NA,NA,10,10,3,1,NA,NA
L-IRE-1987-2-17,Ireland,2/17/1987,1987,113,205,205,0,2,10,28,NA,NA,NA,NA,0,0,166,4,41,0,0,0,0,0,3.46,4,3.47,2.89,1.8,2.9,NA,NA,10,10,3,1,NA,NA
L-IRE-1989-6-15,Ireland,6/15/1989,1989,113,205,205,0,2,10,28,NA,NA,NA,NA,0,0,166,4,41,0,0,0,0,0,3.36,3.3,3.38,2.97,2.4,2.98,NA,NA,10,10,3,1,NA,NA
L-IRE-1992-11-25,Ireland,11/25/1992,1992,113,205,205,0,2,10,28,NA,NA,NA,NA,0,0,166,4,41,0,0,0,0,0,3.89,5.8,3.94,3.49,3,3.5,NA,NA,10,10,3,1,NA,NA
L-IRE-1997-6-6,Ireland,6/6/1997,1997,113,205,205,0,2,10,28,NA,NA,NA,NA,0,0,166,4,41,0,0,0,0,0,3.95,7.2,4.025,2.99,3.6,3.01,NA,NA,10,10,3,1,NA,NA
L-IRE-2002-5-18,Ireland,5/18/2002,2002,113,205,205,0,2,10,28,NA,NA,NA,NA,0,0,166,3.95,42,0,0,0,0,0,4.13,11,4.31,3.38,8.48,3.44,NA,NA,10,10,3,1,NA,NA
L-IRE-2007-5-24,Ireland,5/24/2007,2007,113,205,205,0,2,10,28,NA,NA,NA,NA,0,0,166,3.86,43,0,0,0,0,0,3.77,5.9,3.81,3.03,3.03,3.04,NA,NA,10,10,3,1,NA,NA
L-IRE-2011-2-25,Ireland,2/25/2011,2011,113,205,205,0,2,10,28,NA,NA,NA,NA,0,0,166,3.86,43,0,0,0,0,0,4.43,13,4.77,3.46,9.09,3.55,NA,NA,10,10,3,1,NA,NA
L-ISR-1949-1-25,Israel,1/25/1949,1949,84,666,666,0,2,9,25,NA,NA,NA,NA,0,0,120,120,1,0,0,0,0,0,5.36,4.5,5.41,4.73,0,4.73,NA,NA,6,6,6,0,NA,NA
L-ISR-1951-7-30,Israel,7/30/1951,1951,84,666,666,0,2,9,13,NA,NA,NA,NA,0,0,120,120,1,0,0,0,0,0,5.13,0.6,5.13,4.83,0,4.83,NA,NA,6,6,6,0,NA,NA
L-ISR-1955-7-26,Israel,7/26/1955,1955,84,666,666,0,2,9,13,NA,NA,NA,NA,0,0,120,120,1,0,0,0,0,0,6.34,2.4,6.36,6,0,6,NA,NA,6,6,6,0,NA,NA
L-ISR-1959-11-3,Israel,11/3/1959,1959,84,666,666,0,2,9,13,NA,NA,NA,NA,0,0,120,120,1,0,0,0,0,0,5.17,3.4,5.21,4.92,0,4.92,NA,NA,6,6,6,0,NA,NA
L-ISR-1961-8-15,Israel,8/15/1961,1961,84,666,666,0,2,9,13,NA,NA,NA,NA,0,0,120,120,1,0,0,0,0,0,5.51,0.7,5.51,5.37,0,5.37,NA,NA,6,6,6,0,NA,NA
