elec_id,country,date,year,aclp_code,ccode,ccode2,presidential,legislative_type,elecrule,tier1_formula,tier2_formula,tier3_formula,tier4_formula,mixed_type,multi,multi_linked,seats,tier1_avemag,tier1_districts,upperseats,uppertier,tier2_districts,tier3_districts,tier4_districts,enep,enep_others,enep1,enpp,enpp_others,enpp1,enpres,preselecrule,region1,region2,region3,regime,secondround,thirdround
L-AAB-1984-4-17,Antigua & Barbuda,4/17/1984,1984,144,58,58,0,1,1,1,NA,NA,NA,NA,0,0,17,1,17,0,0,0,0,0,1.92,7.2,1.94,1.12,5.9,1.13,NA,NA,8,8,7,0,NA,NA
L-AAB-1989-3-9,Antigua & Barbuda,3/9/1989,1989,144,58,58,0,1,1,1,NA,NA,NA,NA,0,0,17,1,17,0,0,0,0,0,1.98,0.9,1.98,1.27,0,1.27,NA,NA,8,8,7,0,NA,NA
L-AAB-1994-3-8,Antigua & Barbuda,3/8/1994,1994,144,58,58,0,1,1,1,NA,NA,NA,NA,0,0,17,1,17,0,0,0,0,0,2.07,0,2.07,1.97,0,1.97,NA,NA,8,8,7,0,NA,NA
L-AAB-1999-3-9,Antigua & Barbuda,3/9/1999,1999,144,58,58,0,1,1,1,NA,NA,NA,NA,0,0,17,1,17,0,0,0,0,0,2.09,1.4,2.1,1.8,0,1.8,NA,NA,8,8,7,0,NA,NA
L-AAB-2004-3-23,Antigua & Barbuda,3/23/2004,2004,144,58,58,0,1,1,1,NA,NA,NA,NA,0,0,17,1,17,0,0,0,0,0,2.07,2,2.07,1.8,0,1.8,NA,NA,8,8,7,0,NA,NA
L-AAB-2009-3-12,Antigua & Barbuda,3/12/2009,2009,144,58,58,0,1,1,1,NA,NA,NA,NA,0,0,17,1,17,0,0,0,0,0,2.07,0.5,2.07,2.21,0,2.21,NA,NA,8,8,7,0,NA,NA
L-ALB-1992-3-22,Albania,3/22/1992,1992,143,339,339,0,3,11,4,13,NA,NA,4,0,0,140,1,100,40,28.57,1,0,0,2.19,0.2,2.19,1.95,0,1.95,NA,NA,9,9,4,0,29-Mar-92,NA
L-ALB-1996-5-26,Albania,5/26/1996,1996,143,339,339,0,3,12,4,12,NA,NA,2,0,0,140,1,115,25,17.86,1,0,0,2.73,9.4,2.785,1.31,0,1.31,NA,NA,9,9,4,0,2-Jun-96,NA
L-ALB-1997-6-29,Albania,6/29/1997,1997,143,339,339,0,3,12,4,13,NA,NA,2,0,0,155,1,115,40,25.8,1,0,0,2.87,0,2.87,2.07,0,2.07,NA,NA,9,9,4,0,6-Jul-97,NA
L-ALB-2001-6-24,Albania,6/24/2001,2001,143,339,339,0,3,11,4,13,NA,NA,4,0,0,140,1,100,40,28.57,1,0,0,3.09,9.8,3.13,2.6,2,2.6,NA,NA,9,9,4,0,8-Jul-01,NA
L-ALB-2005-7-3,Albania,7/3/2005,2005,143,339,339,0,3,11,1,13,NA,NA,4,0,0,140,1,100,40,28.57,1,0,0,10.46,9.6,11.51,3.75,0.71,3.75,NA,NA,9,9,4,0,NA,NA
L-ALB-2009-6-28,Albania,6/28/2009,2009,143,339,339,0,2,9,25,NA,NA,NA,NA,0,0,140,11.67,12,0,0,0,0,0,3.18,9.9,3.28,2.6,0,2.6,NA,NA,9,9,4,0,NA,NA
L-AND-1993-12-12,Andorra,12/12/1993,1993,195,232,232,0,3,12,9,13,NA,NA,2,0,0,28,2,7,14,50,1,0,0,4.82,0,4.82,4.96,21.43,6.14,NA,NA,10,10,3,0,NA,NA
L-AND-1997-2-16,Andorra,2/16/1997,1997,195,232,232,0,3,12,9,13,NA,NA,2,0,0,28,2,7,14,50,1,0,0,2.6,8,2.62,2.58,0,2.58,NA,NA,10,10,3,0,NA,NA
L-AND-2001-3-4,Andorra,3/4/2001,2001,195,232,232,0,3,12,9,13,NA,NA,2,0,0,28,2,7,14,50,1,0,0,3.28,0,3.28,2.7,0,2.7,NA,NA,10,10,3,0,NA,NA
L-AND-2005-4-24,Andorra,4/24/2005,2005,195,232,232,0,3,12,9,13,NA,NA,2,0,0,28,2,7,14,50,1,0,0,2.77,0,2.77,2.28,0,2.28,NA,NA,10,10,3,0,NA,NA
L-AND-2009-4-26,Andorra,4/26/2009,2009,195,232,232,0,3,12,9,13,NA,NA,2,0,0,28,2,7,14,50,1,0,0,2.94,0,2.94,2.4,0,2.4,NA,NA,10,10,3,0,NA,NA
L-AND-2011-4-3,Andorra,4/3/2011,2011,195,232,232,0,3,12,9,13,NA,NA,2,0,0,28,2,7,14,50,1,0,0,2.32,0,2.32,1.78,0,1.78,NA,NA,10,10,3,0,NA,NA
L-ARG-1946-2-24,Argentina,2/24/1946,1946,66,160,160,0,1,7,10,NA,NA,NA,NA,0,0,158,10.53,15,0,0,0,0,0,5.19,13.8,5.75,3.69,6.3,3.74,NA,NA,7,7,7,2,NA,NA
L-ARG-1948-3-7,Argentina,3/7/1948,1948,66,160,160,0,1,7,10,NA,NA,NA,NA,0,0,158,5.27,15,0,0,0,0,0,NA,NA,NA,1.75,0,1.75,NA,NA,7,7,7,2,NA,NA
L-ARG-1951-11-11,Argentina,11/11/1951,1951,66,160,160,0,1,1,1,NA,NA,NA,NA,0,0,149,1.07,139,0,0,0,0,0,1.97,0,1.97,1.21,0,1.21,NA,NA,7,7,7,2,NA,NA
L-ARG-1954-4-25,Argentina,4/25/1954,1954,66,160,160,0,1,1,1,NA,NA,NA,NA,0,0,157,1.03,152,0,0,0,0,0,1.93,0,1.93,1.26,0,1.26,NA,NA,7,7,7,2,NA,NA
L-ARG-1958-2-23,Argentina,2/23/1958,1958,66,160,160,0,1,7,10,NA,NA,NA,NA,0,0,187,8.13,23,0,0,0,0,0,2.83,8.3,2.89,1.72,0,1.72,NA,NA,7,7,7,2,NA,NA
L-ARG-1960-3-27,Argentina,3/27/1960,1960,66,160,160,0,1,7,10,NA,NA,NA,NA,0,0,192,4.17,23,0,0,0,0,0,4.93,14.5,5.49,2.12,1,2.12,NA,NA,7,7,7,2,NA,NA
L-ARG-1962-3-18,Argentina,3/18/1962,1962,66,160,160,0,1,7,10,NA,NA,NA,NA,0,0,192,4.17,23,0,0,0,0,0,5.49,20.1,7.05,NA,NA,NA,NA,NA,7,7,7,4,NA,NA
L-ARG-1963-7-7,Argentina,7/7/1963,1963,66,160,160,0,2,9,25,NA,NA,NA,NA,0,0,192,8.35,23,0,0,0,0,0,5.57,11.1,5.98,4.87,8.9,5.06,NA,NA,7,7,7,2,NA,NA
L-ARG-1965-3-17,Argentina,3/17/1965,1965,66,160,160,0,2,9,25,NA,NA,NA,NA,0,0,192,4.17,23,0,0,0,0,0,4.87,10.6,5.16,4.62,1.6,4.62,NA,NA,7,7,7,2,NA,NA
L-ARG-1973-3-11,Argentina,3/11/1973,1973,66,160,160,0,2,9,25,NA,NA,NA,NA,0,0,243,10.13,24,0,0,0,0,0,3.19,0.2,3.19,2.9,6.2,2.94,NA,NA,7,7,7,2,NA,NA
L-ARG-1983-10-30,Argentina,10/30/1983,1983,66,160,160,0,2,9,25,NA,NA,NA,NA,0,0,254,10.58,24,0,0,0,0,0,2.63,0,2.63,2.19,0,2.19,NA,NA,7,7,7,2,NA,NA
L-ARG-1985-11-3,Argentina,11/3/1985,1985,66,160,160,0,2,9,25,NA,NA,NA,NA,0,0,254,5.29,24,0,0,0,0,0,4.24,1.9,4.24,3.36,0,3.36,NA,NA,7,7,7,2,NA,NA
L-ARG-1987-9-6,Argentina,9/6/1987,1987,66,160,160,0,2,9,25,NA,NA,NA,NA,0,0,254,5.29,23,0,0,0,0,0,3.14,0.75,3.14,2.63,0,2.63,NA,NA,7,7,7,2,NA,NA
L-ARG-1989-5-14,Argentina,5/14/1989,1989,66,160,160,0,2,9,25,NA,NA,NA,NA,0,0,254,5.29,24,0,0,0,0,0,3.35,0.66,3.35,2.71,0,2.71,NA,NA,7,7,7,2,NA,NA
L-ARG-1991-10-27,Argentina,10/27/1991,1991,66,160,160,0,2,9,25,NA,NA,NA,NA,0,0,257,5.42,24,0,0,0,0,0,3.57,1.07,3.57,2.91,4.76,2.93,NA,NA,7,7,7,2,NA,NA
L-ARG-1993-10-3,Argentina,10/3/1993,1993,66,160,160,0,2,9,25,NA,NA,NA,NA,0,0,257,5.29,24,0,0,0,0,0,3.37,0.53,3.37,2.7,0,2.7,NA,NA,7,7,7,2,NA,NA
L-ARG-1995-5-14,Argentina,5/14/1995,1995,66,160,160,0,2,9,25,NA,NA,NA,NA,0,0,257,5.42,24,0,0,0,0,0,3.58,1.65,3.58,2.81,0.77,2.81,NA,NA,7,7,7,2,NA,NA
L-ARG-1997-10-26,Argentina,10/26/1997,1997,66,160,160,0,2,9,25,NA,NA,NA,NA,0,0,257,5.29,24,0,0,0,0,0,3.65,5.83,3.65,3.33,0,3.33,NA,NA,7,7,7,2,NA,NA
L-ARG-1999-10-24,Argentina,10/24/1999,1999,66,160,160,0,2,9,25,NA,NA,NA,NA,0,0,257,5.42,24,0,0,0,0,0,3.15,8.61,3.225,2.57,0,2.57,NA,NA,7,7,7,2,NA,NA
L-ARG-2001-10-14,Argentina,10/14/2001,2001,66,160,160,0,2,9,25,NA,NA,NA,NA,0,0,257,5.29,24,0,0,0,0,0,4.66,10.3,4.87,2.84,0.39,2.84,NA,NA,7,7,7,2,NA,NA
L-ARG-2003-4-27,Argentina,4/27/2003,2003,66,160,160,0,2,9,25,NA,NA,NA,NA,0,0,257,5.42,24,0,0,0,0,0,4.61,25.8,6.62,4.09,5.06,4.12,NA,NA,7,7,7,2,NA,NA
L-ARG-2005-10-23,Argentina,10/23/2005,2005,66,160,160,0,2,9,25,NA,NA,NA,NA,0,0,257,5.29,24,0,0,0,0,0,6.16,21.5,8.57,5.81,2.72,5.83,NA,NA,7,7,7,2,NA,NA
L-ARG-2007-10-28,Argentina,10/28/2007,2007,66,160,160,0,2,9,25,NA,NA,NA,NA,0,0,257,5.42,24,0,0,0,0,0,-99,-99,-99,3.19,7.39,3.47,NA,NA,7,7,7,2,NA,NA
L-ARG-2009-6-28,Argentina,6/28/2009,2009,66,160,160,0,2,9,25,NA,NA,NA,NA,0,0,257,5.29,24,0,0,0,0,0,6.62,17.5,7.34,3.89,9.34,3.96,NA,NA,7,7,7,2,NA,NA
L-ARG-2011-10-23,Argentina,10/23/2011,2011,66,160,160,0,2,9,25,NA,NA,NA,NA,0,0,257,5.42,24,0,0,0,0,0,3.75,30,4.53,4.28,2,4.28,NA,NA,7,7,7,2,NA,NA
L-ARM-1995-7-5,Armenia,7/5/1995,1995,145,371,371,0,3,12,3,13,NA,NA,2,0,0,190,1,150,40,21.05,1,0,0,4.18,6.11,4.235,2.21,23.68,2.52,NA,NA,9,9,4,1,29-Jul-95,NA
L-ARM-1999-5-30,Armenia,5/30/1999,1999,145,371,371,0,3,12,1,13,NA,NA,2,0,0,131,1,75,56,42.74,1,0,0,4.77,0,4.77,3.97,0,3.97,NA,NA,9,9,4,1,NA,NA
L-ARM-2003-5-23,Armenia,5/23/2003,2003,145,371,371,0,3,12,1,13,NA,NA,2,0,0,131,1,56,75,57.25,1,0,0,5.33,0.33,9.35,9.11,27.48,28.11,NA,NA,9,9,4,1,NA,NA
L-ARM-2007-5-12,Armenia,5/12/2007,2007,145,371,371,0,3,12,1,13,NA,NA,2,0,0,131,1,41,90,68.7,1,0,0,5.26,18.3,6.26,3.37,12.98,3.52,NA,NA,9,9,4,1,NA,NA
L-AUL-1946-9-28,Australia,9/28/1946,1946,129,900,900,0,1,3,5,NA,NA,NA,NA,0,0,74,1,74,0,0,0,0,0,2.74,2.3,2.74,2.4,1.4,2.4,NA,NA,10,5,3,0,NA,NA
L-AUL-1949-12-10,Australia,12/10/1949,1949,129,900,900,0,1,3,5,NA,NA,NA,NA,0,0,121,1,121,0,0,0,0,0,2.64,2.2,2.64,2.62,0,2.62,NA,NA,10,5,3,0,NA,NA
L-AUL-1951-4-28,Australia,4/28/1951,1951,129,900,900,0,1,3,5,NA,NA,NA,NA,0,0,121,1,121,0,0,0,0,0,2.49,1,2.49,2.56,0,2.56,NA,NA,10,5,3,0,NA,NA
L-AUL-1954-5-29,Australia,5/29/1954,1954,129,900,900,0,1,3,5,NA,NA,NA,NA,0,0,121,1,121,0,0,0,0,0,2.46,1.7,2.46,2.55,0,2.55,NA,NA,10,5,3,0,NA,NA
L-AUL-1955-12-10,Australia,12/10/1955,1955,129,900,900,0,1,3,5,NA,NA,NA,NA,0,0,122,1,122,0,0,0,0,0,2.73,1.4,2.74,2.58,0,2.58,NA,NA,10,5,3,0,NA,NA
L-AUL-1958-11-22,Australia,11/22/1958,1958,129,900,900,0,1,3,5,NA,NA,NA,NA,0,0,122,1,122,0,0,0,0,0,2.97,0.7,2.97,2.59,0,2.59,NA,NA,10,5,3,0,NA,NA
L-AUL-1961-12-9,Australia,12/9/1961,1961,129,900,900,0,1,3,5,NA,NA,NA,NA,0,0,122,1,122,0,0,0,0,0,2.81,0.9,2.81,2.52,0,2.52,NA,NA,10,5,3,0,NA,NA
L-AUL-1963-11-30,Australia,11/30/1963,1963,129,900,900,0,1,3,5,NA,NA,NA,NA,0,0,122,1,122,0,0,0,0,0,2.79,0.5,2.79,2.66,0,2.66,NA,NA,10,5,3,0,NA,NA
L-AUL-1966-11-26,Australia,11/26/1966,1966,129,900,900,0,1,3,5,NA,NA,NA,NA,0,0,124,1,124,0,0,0,0,0,2.98,1.5,2.98,2.63,0.8,2.63,NA,NA,10,5,3,0,NA,NA
L-AUL-1969-10-25,Australia,10/25/1969,1969,129,900,900,0,1,3,5,NA,NA,NA,NA,0,0,125,1,125,0,0,0,0,0,2.83,2.7,2.83,2.61,0,2.61,NA,NA,10,5,3,0,NA,NA
L-AUL-1972-12-2,Australia,12/2/1972,1972,129,900,900,0,1,3,5,NA,NA,NA,NA,0,0,125,1,125,0,0,0,0,0,2.77,1.1,2.77,2.47,0,2.47,NA,NA,10,5,3,0,NA,NA
L-AUL-1974-5-18,Australia,5/18/1974,1974,129,900,900,0,1,3,5,NA,NA,NA,NA,0,0,127,1,127,0,0,0,0,0,2.66,0.4,2.66,2.52,0,2.52,NA,NA,10,5,3,0,NA,NA
L-AUL-1975-12-13,Australia,12/13/1975,1975,129,900,900,0,1,3,5,NA,NA,NA,NA,0,0,127,1,127,0,0,0,0,0,2.69,1.4,2.7,2.51,0,2.51,NA,NA,10,5,3,0,NA,NA
L-AUL-1977-12-10,Australia,12/10/1977,1977,129,900,900,0,1,3,5,NA,NA,NA,NA,0,0,124,1,124,0,0,0,0,0,3.11,1.1,3.12,2.45,0,2.45,NA,NA,10,5,3,0,NA,NA
L-AUL-1980-10-18,Australia,10/18/1980,1980,129,900,900,0,1,3,5,NA,NA,NA,NA,0,0,125,1,125,0,0,0,0,0,2.81,1.3,2.81,2.64,0,2.64,NA,NA,10,5,3,0,NA,NA
L-AUL-1983-3-5,Australia,3/5/1983,1983,129,900,900,0,1,3,5,NA,NA,NA,NA,0,0,125,1,125,0,0,0,0,0,2.67,1.4,2.67,2.23,0,2.23,NA,NA,10,5,3,0,NA,NA
L-AUL-1984-12-1,Australia,12/1/1984,1984,129,900,900,0,1,3,5,NA,NA,NA,NA,0,0,148,1,148,0,0,0,0,0,2.79,1.1,2.79,2.38,0,2.38,NA,NA,10,5,3,0,NA,NA
L-AUL-1987-7-11,Australia,7/11/1987,1987,129,900,900,0,1,3,5,NA,NA,NA,NA,0,0,148,1,148,0,0,0,0,0,2.9,2,3.02,2.28,0,2.28,NA,NA,10,5,3,0,NA,NA
L-AUL-1990-3-24,Australia,3/24/1990,1990,129,900,900,0,1,3,5,NA,NA,NA,NA,0,0,148,1,148,0,0,0,0,0,3.33,5.9,3.34,2.35,0.7,2.35,NA,NA,10,5,3,0,NA,NA
L-AUL-1993-3-13,Australia,3/13/1993,1993,129,900,900,0,1,3,5,NA,NA,NA,NA,0,0,147,1,147,0,0,0,0,0,2.87,7.1,2.88,2.38,1.4,2.39,NA,NA,10,5,3,0,NA,NA
L-AUL-1996-3-2,Australia,3/2/1996,1996,129,900,900,0,1,3,5,NA,NA,NA,NA,0,0,148,1,148,0,0,0,0,0,3.19,4.06,3.21,2.62,3.4,2.62,NA,NA,10,5,3,0,NA,NA
L-AUL-1998-10-3,Australia,10/3/1998,1998,129,900,900,0,1,3,5,NA,NA,NA,NA,0,0,148,1,148,0,0,0,0,0,3.46,1.91,3.46,2.48,0.7,2.48,NA,NA,10,5,3,0,NA,NA
L-AUL-2001-11-10,Australia,11/10/2001,2001,129,900,900,0,1,3,5,NA,NA,NA,NA,0,0,150,1,150,0,0,0,0,0,3.44,4.1,3.45,2.49,2,2.49,NA,NA,10,5,3,0,NA,NA
L-AUL-2004-10-9,Australia,10/9/2004,2004,129,900,900,0,1,3,5,NA,NA,NA,NA,0,0,150,1,150,0,0,0,0,0,3.17,4.1,3.18,2.44,2,2.44,NA,NA,10,5,3,0,NA,NA
L-AUL-2007-11-24,Australia,11/24/2007,2007,129,900,900,0,1,3,5,NA,NA,NA,NA,0,0,150,1,150,0,0,0,0,0,3.03,3.2,3.04,2.25,1.33,2.25,NA,NA,10,5,3,0,NA,NA
L-AUL-2010-8-21,Australia,8/21/2010,2010,129,900,900,0,1,3,5,NA,NA,NA,NA,0,0,150,1,150,0,0,0,0,0,2.86,3.3,2.87,2.14,2.67,2.14,NA,NA,10,5,3,0,NA,NA
L-AUS-1949-10-9,Austria,10/9/1949,1949,101,305,305,0,2,9,15,25,NA,NA,NA,1,1,165,6.6,25,21,12.73,4,0,0,2.78,0.5,2.78,2.54,0,2.54,NA,NA,10,10,3,1,NA,NA
L-AUS-1953-2-22,Austria,2/22/1953,1953,101,305,305,0,2,9,15,25,NA,NA,NA,1,1,165,6.6,25,24,14.55,4,0,0,2.76,0.4,2.76,2.48,0,2.48,NA,NA,10,10,3,1,NA,NA
L-AUS-1956-5-13,Austria,5/13/1956,1956,101,305,305,0,2,9,15,25,NA,NA,NA,1,1,165,6.6,25,18,10.91,4,0,0,2.48,0.1,2.48,2.23,0,2.23,NA,NA,10,10,3,1,NA,NA
L-AUS-1959-5-10,Austria,5/10/1959,1959,101,305,305,0,2,9,15,25,NA,NA,NA,1,1,165,6.6,25,20,12.12,4,0,0,2.48,0.1,2.48,2.2,0,2.2,NA,NA,10,10,3,1,NA,NA
L-AUS-1962-11-18,Austria,11/18/1962,1962,101,305,305,0,2,9,15,25,NA,NA,NA,1,1,165,6.6,25,17,10.3,4,0,0,2.47,0.5,2.47,2.19,0,2.19,NA,NA,10,10,3,1,NA,NA
L-AUS-1966-3-6,Austria,3/6/1966,1966,101,305,305,0,2,9,15,25,NA,NA,NA,1,1,165,6.6,25,14,8.48,4,0,0,2.39,0,2.39,2.14,0,2.14,NA,NA,10,10,3,1,NA,NA
L-AUS-1970-3-1,Austria,3/1/1970,1970,101,305,305,0,2,9,15,25,NA,NA,NA,1,1,165,6.6,25,14,8.48,4,0,0,2.29,0,2.29,2.12,0,2.12,NA,NA,10,10,3,1,NA,NA
L-AUS-1971-10-10,Austria,10/10/1971,1971,101,305,305,0,2,9,12,25,NA,NA,NA,1,1,183,20.33,9,16,8.74,2,0,0,2.28,0,2.28,2.21,0,2.21,NA,NA,10,10,3,1,NA,NA
L-AUS-1975-10-5,Austria,10/5/1975,1975,101,305,305,0,2,9,12,25,NA,NA,NA,1,1,183,20.33,9,12,6.56,2,0,0,2.27,0,2.27,2.21,0,2.21,NA,NA,10,10,3,1,NA,NA
L-AUS-1979-5-6,Austria,5/6/1979,1979,101,305,305,0,2,9,12,25,NA,NA,NA,1,1,183,20.33,9,14,7.65,2,0,0,2.28,0,2.28,2.22,0,2.22,NA,NA,10,10,3,1,NA,NA
L-AUS-1983-4-24,Austria,4/24/1983,1983,101,305,305,0,2,9,12,25,NA,NA,NA,1,1,183,20.33,9,19,10.38,2,0,0,2.4,0.2,2.4,2.26,0,2.26,NA,NA,10,10,3,1,NA,NA
L-AUS-1986-11-23,Austria,11/23/1986,1986,101,305,305,0,2,9,12,25,NA,NA,NA,1,1,183,20.33,9,21,11.48,2,0,0,2.72,0.3,2.72,2.63,0,2.63,NA,NA,10,10,3,1,NA,NA
L-AUS-1990-10-7,Austria,10/7/1990,1990,101,305,305,0,2,9,12,25,NA,NA,NA,1,1,183,20.33,9,25,13.66,2,0,0,3.17,0.5,3.17,2.99,0,2.99,NA,NA,10,10,3,1,NA,NA
L-AUS-1994-10-9,Austria,10/9/1994,1994,101,305,305,0,2,9,12,12,25,NA,NA,1,1,183,4.26,43,92,50.27,9,1,0,3.87,0,3.87,3.73,0,3.73,NA,NA,10,10,3,1,NA,NA
L-AUS-1995-12-17,Austria,12/17/1995,1995,101,305,305,0,2,9,12,12,25,NA,NA,1,1,183,4.26,43,86,46.99,9,1,0,3.59,0,3.59,3.49,0,3.49,NA,NA,10,10,3,1,NA,NA
L-AUS-1999-10-3,Austria,10/3/1999,1999,101,305,305,0,2,9,12,12,25,NA,NA,1,1,183,4.26,43,84,45.9,9,1,0,3.82,0,3.82,3.41,0,3.41,NA,NA,10,10,3,1,NA,NA
L-AUS-2002-11-24,Austria,11/24/2002,2002,101,305,305,0,2,9,12,12,25,NA,NA,1,1,183,4.26,43,78,42.62,9,1,0,3.02,1.07,3.02,2.88,0,2.88,NA,NA,10,10,3,1,NA,NA
L-AUS-2006-10-1,Austria,10/1/2006,2006,101,305,305,0,2,9,12,12,25,NA,NA,1,1,183,4.26,43,99,54.1,9,1,0,3.71,4.2,3.72,3.38,0,3.38,NA,NA,10,10,3,1,NA,NA
L-AUS-2008-9-28,Austria,9/28/2008,2008,101,305,305,0,2,9,12,12,25,NA,NA,1,1,183,4.26,43,111,60.66,9,1,0,4.79,5.9,4.83,4.24,0,4.24,NA,NA,10,10,3,1,NA,NA
L-BAR-1966-11-3,Barbados,11/3/1966,1966,50,53,53,0,1,5,8,NA,NA,NA,NA,0,0,24,2,12,0,0,0,0,0,2.72,7.3,2.76,2.18,8.3,2.2,NA,NA,8,8,7,0,NA,NA
L-BAR-1971-9-9,Barbados,9/9/1971,1971,50,53,53,0,1,1,1,NA,NA,NA,NA,0,0,24,1,24,0,0,0,0,0,1.96,0.2,1.96,1.6,0,1.6,NA,NA,8,8,7,0,NA,NA
L-BAR-1976-9-2,Barbados,9/2/1976,1976,50,53,53,0,1,1,1,NA,NA,NA,NA,0,0,24,1,24,0,0,0,0,0,2.03,0.3,2.03,1.7,0,1.7,NA,NA,8,8,7,0,NA,NA
L-BAR-1981-6-18,Barbados,6/18/1981,1981,50,53,53,0,1,1,1,NA,NA,NA,NA,0,0,27,1,27,0,0,0,0,0,2.02,0.7,2.02,1.87,0,1.87,NA,NA,8,8,7,0,NA,NA
L-BAR-1986-5-28,Barbados,5/28/1986,1986,50,53,53,0,1,1,1,NA,NA,NA,NA,0,0,27,1,27,0,0,0,0,0,1.93,0.2,1.93,1.25,0,1.25,NA,NA,8,8,7,0,NA,NA
L-BAR-1991-1-22,Barbados,1/22/1991,1991,50,53,53,0,1,1,1,NA,NA,NA,NA,0,0,28,1,28,0,0,0,0,0,2.29,0.4,2.29,1.85,0,1.85,NA,NA,8,8,7,0,NA,NA
L-BAR-1994-9-6,Barbados,9/6/1994,1994,50,53,53,0,1,1,1,NA,NA,NA,NA,0,0,28,1,28,0,0,0,0,0,2.48,0.4,2.48,1.84,0,1.84,NA,NA,8,8,7,0,NA,NA
L-BAR-1999-1-20,Barbados,1/20/1999,1999,50,53,53,0,1,1,1,NA,NA,NA,NA,0,0,28,1,28,0,0,0,0,0,1.84,0,1.84,1.15,0,1.15,NA,NA,8,8,7,0,NA,NA
L-BAR-2003-5-21,Barbados,5/21/2003,2003,50,53,53,0,1,1,1,NA,NA,NA,NA,0,0,30,1,30,0,0,0,0,0,1.98,0.1,1.98,1.56,0,1.56,NA,NA,8,8,7,0,NA,NA
L-BAR-2008-1-15,Barbados,1/15/2008,2008,50,53,53,0,1,1,1,NA,NA,NA,NA,0,0,30,1,30,0,0,0,0,0,2,0.3,2,1.8,0,1.8,NA,NA,8,8,7,0,NA,NA
L-BEL-1946-2-17,Belgium,2/17/1946,1946,102,211,211,0,2,9,12,25,NA,NA,NA,1,1,202,6.733333333,30,-99,-99,9,0,0,3.28,0.5,3.28,2.91,0,2.91,NA,NA,10,10,3,0,NA,NA
L-BEL-1949-6-29,Belgium,6/29/1949,1949,102,211,211,0,2,9,12,25,NA,NA,NA,1,1,212,7.1,30,-99,-99,9,0,0,3.26,1.8,3.26,2.75,0,2.75,NA,NA,10,10,3,0,NA,NA
L-BEL-1950-6-4,Belgium,6/4/1950,1950,102,211,211,0,2,9,12,25,NA,NA,NA,1,1,212,7.1,30,-99,-99,9,0,0,2.76,0,2.76,2.5,0,2.5,NA,NA,10,10,3,0,NA,NA
L-BEL-1954-4-11,Belgium,4/11/1954,1954,102,211,211,0,2,9,12,25,NA,NA,NA,1,1,212,7.1,30,-99,-99,9,0,0,3.08,0.6,3.08,2.63,0,2.63,NA,NA,10,10,3,0,NA,NA
L-BEL-1958-6-1,Belgium,6/1/1958,1958,102,211,211,0,2,9,12,25,NA,NA,NA,1,1,212,7.1,30,-99,-99,9,0,0,2.79,0.7,2.79,2.45,0,2.45,NA,NA,10,10,3,0,NA,NA
L-BEL-1961-3-26,Belgium,3/26/1961,1961,102,211,211,0,2,9,12,25,NA,NA,NA,1,1,212,7.1,30,-99,-99,9,0,0,3.08,2.1,3.08,2.69,0.5,2.69,NA,NA,10,10,3,0,NA,NA
L-BEL-1965-5-23,Belgium,5/23/1965,1965,102,211,211,0,2,9,12,25,NA,NA,NA,1,1,212,7.1,30,-99,-99,9,0,0,3.96,2,3.96,3.59,0,3.59,NA,NA,10,10,3,0,NA,NA
L-BEL-1968-3-31,Belgium,3/31/1968,1968,102,211,211,0,2,9,12,25,NA,NA,NA,1,1,212,7.1,30,-99,-99,9,0,0,6.92,0.3,6.92,6.57,0,6.57,NA,NA,10,10,3,0,NA,NA
L-BEL-1971-11-7,Belgium,11/7/1971,1971,102,211,211,0,2,9,12,25,NA,NA,NA,1,1,212,7.1,30,-99,-99,9,0,0,6.41,0.7,6.42,5.89,0,5.89,NA,NA,10,10,3,0,NA,NA
L-BEL-1974-3-10,Belgium,3/10/1974,1974,102,211,211,0,2,9,12,25,NA,NA,NA,1,1,212,7.1,30,-99,-99,9,0,0,6.1,0.9,6.1,5.85,0,5.85,NA,NA,10,10,3,0,NA,NA
L-BEL-1977-4-17,Belgium,4/17/1977,1977,102,211,211,0,2,9,12,25,NA,NA,NA,1,1,212,7.1,30,-99,-99,9,0,0,5.7,0.2,5.7,5.26,0,5.26,NA,NA,10,10,3,0,NA,NA
L-BEL-1978-12-17,Belgium,12/17/1978,1978,102,211,211,0,2,9,12,25,NA,NA,NA,1,1,212,7.1,30,-99,-99,9,0,0,7.52,0.4,7.52,6.79,0,6.79,NA,NA,10,10,3,0,NA,NA
L-BEL-1981-11-8,Belgium,11/8/1981,1981,102,211,211,0,2,9,12,25,NA,NA,NA,1,1,212,7.1,30,-99,-99,9,0,0,8.99,1,9,7.63,0,7.63,NA,NA,10,10,3,0,NA,NA
L-BEL-1985-10-13,Belgium,10/13/1985,1985,102,211,211,0,2,9,12,25,NA,NA,NA,1,1,212,7.1,30,-99,-99,9,0,0,8.13,1.2,8.14,7.01,0,7.01,NA,NA,10,10,3,0,NA,NA
L-BEL-1987-12-13,Belgium,12/13/1987,1987,102,211,211,0,2,9,12,25,NA,NA,NA,1,1,212,7.1,30,-99,-99,9,0,0,8.12,0.4,8.12,7.13,0,7.13,NA,NA,10,10,3,0,NA,NA
