"","country","year","ccode","ccode2","legislative_type","elecrule","tier1_avemag","enep1","enpp1","uid"
"347","Estonia",1995,366,366,2,9,9.18,5.93,4.15,"Estonia1995"
"348","Estonia",1999,366,366,2,9,9.18,6.88,5.5,"Estonia1999"
"349","Estonia",2003,366,366,2,9,8.42,5.43,4.67,"Estonia2003"
"350","Estonia",2007,366,366,2,9,8.42,5.03,4.37,"Estonia2007"
"351","Estonia",2011,366,366,2,9,8.42,4.77,3.84,"Estonia2011"
"352","East Timor",2007,860,860,2,9,65,5.4,4.37,"East Timor2007"
"353","Fiji",1992,950,950,1,7,1.35,3.86,3.72,"Fiji1992"
"354","Fiji",1994,950,950,1,7,1.35,4.24,3.23,"Fiji1994"
"355","Fiji",1999,950,950,1,3,1,5.3,3.17,"Fiji1999"
"356","Finland",1948,375,375,2,9,13.3,4.9,4.54,"Finland1948"
"357","Finland",1951,375,375,2,9,13.3,4.96,4.78,"Finland1951"
"358","Finland",1954,375,375,2,9,13.3,4.98,4.71,"Finland1954"
"359","Finland",1958,375,375,2,9,13.3,5.19,4.87,"Finland1958"
"360","Finland",1962,375,375,2,9,13.3,5.86,5.09,"Finland1962"
"361","Finland",1966,375,375,2,9,13.3,5.22,4.96,"Finland1966"
"362","Finland",1970,375,375,2,9,13.3,6.17,5.58,"Finland1970"
"363","Finland",1972,375,375,2,9,13.3,5.95,5.51,"Finland1972"
"364","Finland",1975,375,375,2,9,13.3,5.89,5.31,"Finland1975"
"365","Finland",1979,375,375,2,9,13.3,5.74,5.21,"Finland1979"
"366","Finland",1983,375,375,2,9,13.3,5.45,5.34,"Finland1983"
"367","Finland",1987,375,375,2,9,13.3,6.15,4.93,"Finland1987"
"368","Finland",1991,375,375,2,9,13.3,5.91,5.23,"Finland1991"
"369","Finland",1995,375,375,2,9,13.3,5.78,4.88,"Finland1995"
"370","Finland",1999,375,375,2,9,13.3,5.93,5.15,"Finland1999"
"371","Finland",2003,375,375,2,9,13.3,5.67,4.93,"Finland2003"
"372","Finland",2007,375,375,2,9,13.3,5.89,5.13,"Finland2007"
"373","Finland",2011,375,375,2,9,13.3,6.47,5.83,"Finland2011"
"374","France",1946,220,220,2,9,5.33,4.65,4.32,"France1946"
"375","France",1951,220,220,3,11,5.28,5.4,5.92,"France1951"
"376","France",1956,220,220,3,11,5.28,6.08,5.73,"France1956"
"377","France",1958,220,220,1,2,1,6.08,3.44,"France1958"
"378","France",1962,220,220,1,2,1,4.93,3.43,"France1962"
"379","France",1967,220,220,1,2,1,4.55,3.77,"France1967"
"380","France",1968,220,220,1,2,1,4.32,2.49,"France1968"
"381","France",1973,220,220,1,2,1,5.68,4.53,"France1973"
"382","France",1978,220,220,1,2,1,5.08,4.19,"France1978"
"383","France",1981,220,220,1,2,1,4.14,2.68,"France1981"
"384","France",1986,220,220,2,9,5.79,4.66,3.9,"France1986"
"385","France",1988,220,220,1,2,1,4.38,3.07,"France1988"
"386","France",1993,220,220,1,2,1,6.71,2.86,"France1993"
"387","France",1997,220,220,1,2,1,6.55,3.54,"France1997"
"388","France",2002,220,220,1,2,1,5.44,2.26,"France2002"
"389","France",2007,220,220,1,2,1,4.35,2.5,"France2007"
"390","Micronesia, Federated States of",1991,987,987,1,1,1,NA,NA,"Micronesia, Federated States of1991"
"391","Micronesia, Federated States of",1993,987,987,1,1,1,NA,NA,"Micronesia, Federated States of1993"
"392","Micronesia, Federated States of",1995,987,987,1,1,1,NA,NA,"Micronesia, Federated States of1995"
"393","Micronesia, Federated States of",1997,987,987,1,1,1,NA,NA,"Micronesia, Federated States of1997"
"394","Micronesia, Federated States of",1999,987,987,1,1,1,NA,NA,"Micronesia, Federated States of1999"
"395","Micronesia, Federated States of",2001,987,987,1,1,1,NA,NA,"Micronesia, Federated States of2001"
"396","Micronesia, Federated States of",2003,987,987,1,1,1,NA,NA,"Micronesia, Federated States of2003"
"397","Micronesia, Federated States of",2005,987,987,1,1,1,NA,NA,"Micronesia, Federated States of2005"
"398","Micronesia, Federated States of",2007,987,987,1,1,1,NA,NA,"Micronesia, Federated States of2007"
"399","Micronesia, Federated States of",2009,987,987,1,1,1,NA,NA,"Micronesia, Federated States of2009"
"400","Micronesia, Federated States of",2011,987,987,1,1,1,NA,NA,"Micronesia, Federated States of2011"
"401","Germany",1949,260,260,3,11,1,5.71,4.65,"Germany1949"
"402","Germany",1953,260,260,3,11,1,4.2,3.64,"Germany1953"
"403","Germany",1957,260,260,3,11,1,3.58,3.07,"Germany1957"
"404","Germany",1961,260,260,3,11,1,3.5,3.11,"Germany1961"
"405","Germany",1965,260,260,3,11,1,3.15,2.93,"Germany1965"
"406","Germany",1969,260,260,3,11,1,3.02,2.71,"Germany1969"
"407","Germany",1972,260,260,3,11,1,2.86,2.79,"Germany1972"
"408","Germany",1976,260,260,3,11,1,2.91,2.86,"Germany1976"
"409","Germany",1980,260,260,3,11,1,3.1,2.96,"Germany1980"
"410","Germany",1983,260,260,3,11,1,3.21,3.16,"Germany1983"
"411","Germany",1987,260,260,3,11,1,3.56,3.47,"Germany1987"
"412","Ghana",1979,452,452,1,1,1,3.75,2.64,"Ghana1979"
"413","Ghana",2004,452,452,1,1,1,2.45,2.1,"Ghana2004"
"414","Ghana",2008,452,452,1,1,1,2.4,2.12,"Ghana2008"
"415","Germany",1990,255,260,3,11,1,3.75,3.17,"Germany1990"
"416","Germany",1994,255,260,3,11,1,3.74,3.45,"Germany1994"
"417","Germany",1998,255,260,3,11,1,3.79,3.31,"Germany1998"
"418","Germany",2002,255,260,3,11,1,4.1,3.38,"Germany2002"
"419","Germany",2005,255,260,3,11,1,4.48,4.05,"Germany2005"
"420","Germany",2009,255,260,3,11,1,5.64,4.83,"Germany2009"
"421","Guinea Bissau",1999,404,404,2,9,3.7,-99,3.6,"Guinea Bissau1999"
"422","Guinea Bissau",2004,404,404,2,9,3.7,4.56,2.82,"Guinea Bissau2004"
"423","Guinea Bissau",2008,404,404,2,9,3.7,3.13,1.89,"Guinea Bissau2008"
"424","Greece",1946,350,350,2,9,9.32,2.73,2.65,"Greece1946"
"425","Greece",1950,350,350,2,9,6.41,7.99,5.72,"Greece1950"
"426","Greece",1951,350,350,2,9,6.29,4.15,3.23,"Greece1951"
"427","Greece",1952,350,350,1,1,3.03,2.72,1.45,"Greece1952"
"428","Greece",1956,350,350,3,12,7.32,2.19,2.1,"Greece1956"
"429","Greece",1958,350,350,2,9,5.45,3.52,2.44,"Greece1958"
"430","Greece",1961,350,350,2,9,5.45,2.54,2.3,"Greece1961"
"431","Greece",1963,350,350,2,9,5.45,2.83,2.42,"Greece1963"
"432","Greece",1964,350,350,2,9,5.45,2.4,2.26,"Greece1964"
"433","Greece",1974,350,350,2,9,5.14,2.75,1.73,"Greece1974"
"434","Greece",1977,350,350,2,9,5.14,3.74,2.35,"Greece1977"
"435","Greece",1981,350,350,2,9,5.14,2.68,2.1,"Greece1981"
"436","Greece",1985,350,350,2,9,5.14,2.59,2.14,"Greece1985"
"437","Greece",1989,350,350,2,9,5.14,2.56,2.32,"Greece1989"
"438","Greece",1989,350,350,2,9,5.14,2.73,2.4,"Greece1989.5"
"439","Greece",1990,350,350,2,9,5.14,2.63,2.37,"Greece1990"
"440","Greece",1993,350,350,2,9,5.14,2.63,2.17,"Greece1993"
"441","Greece",1996,350,350,2,9,5.14,3.07,2.36,"Greece1996"
"442","Greece",2000,350,350,2,9,5.14,2.64,2.21,"Greece2000"
"443","Greece",2004,350,350,2,9,5.14,2.67,2.19,"Greece2004"
"444","Greece",2007,350,350,3,11,4.64,3.02,2.62,"Greece2007"
"445","Greece",2009,350,350,3,11,4.25,3.16,2.59,"Greece2009"
"446","Georgia",2004,372,372,3,12,1,2.12,1.21,"Georgia2004"
"447","Georgia",2008,372,372,3,12,1,2.52,1.55,"Georgia2008"
"448","Grenada",1976,55,55,1,1,1,2.075,1.92,"Grenada1976"
"449","Grenada",1984,55,55,1,1,1,2.11,1.14,"Grenada1984"
"450","Grenada",1990,55,55,1,1,1,3.85,3.08,"Grenada1990"
"451","Grenada",1995,55,55,1,1,1,3.66,2.42,"Grenada1995"
"452","Grenada",1999,55,55,1,1,1,2.15,1,"Grenada1999"
"453","Grenada",2003,55,55,1,1,1,2.31,1.99,"Grenada2003"
"454","Grenada",2008,55,55,1,1,1,2.03,1.64,"Grenada2008"
"455","Guatemala",1950,90,90,2,9,3.09,-99,-99,"Guatemala1950"
"456","Guatemala",1953,90,90,2,9,3.09,-99,-99,"Guatemala1953"
"457","Guatemala",1958,90,90,2,9,3,3.23,-99,"Guatemala1958"
"458","Guatemala",1959,90,90,2,9,3,5.29,-99,"Guatemala1959"
"459","Guatemala",1961,90,90,2,9,3,2.89,-99,"Guatemala1961"
"460","Guatemala",1966,90,90,2,9,2.5,2.83,2.32,"Guatemala1966"
"461","Guatemala",1970,90,90,2,9,2.5,2.83,-99,"Guatemala1970"
"462","Guatemala",1974,90,90,2,9,2.73,-99,4.59,"Guatemala1974"
"463","Guatemala",1978,90,90,2,9,2.77,-99,-99,"Guatemala1978"
"464","Guatemala",1982,90,90,2,9,3,-99,2.81,"Guatemala1982"
"465","Guatemala",1990,90,90,2,9,3.87,7.06,4.43,"Guatemala1990"
"466","Guatemala",1994,90,90,2,9,2.78,5.7,3.47,"Guatemala1994"
"467","Guatemala",1995,90,90,2,9,2.78,6.035,2.73,"Guatemala1995"
"468","Guatemala",1999,90,90,2,9,3.96,3.765,2.35,"Guatemala1999"
"469","Guatemala",2003,90,90,2,9,5.77,6.28,4.63,"Guatemala2003"
"470","Guatemala",2007,90,90,2,9,5.77,7.74,4.78,"Guatemala2007"
"471","Guatemala",2011,90,90,2,9,5.77,6.39,4.15,"Guatemala2011"
"472","Honduras",1957,91,91,2,9,-99,-99,-99,"Honduras1957"
"473","Honduras",1971,91,91,2,9,-99,1.99,2,"Honduras1971"
"474","Honduras",1985,91,91,2,9,7.44,2.14,2.12,"Honduras1985"
"475","Honduras",1989,91,91,2,9,7.11,2.13,2,"Honduras1989"
"476","Honduras",1993,91,91,2,9,7.11,2.14,2.03,"Honduras1993"
"477","Honduras",1997,91,91,2,9,7.39,2.38,2.18,"Honduras1997"
"478","Honduras",2001,91,91,2,9,7.11,2.58,2.41,"Honduras2001"
"479","Honduras",2005,91,91,2,9,7.11,2.69,2.37,"Honduras2005"
"480","Honduras",2009,91,91,2,9,7.11,2.46,2.3,"Honduras2009"
"481","Hungary",1990,310,310,3,11,1,7.4,3.79,"Hungary1990"
"482","Hungary",1994,310,310,3,11,1,5.99,2.9,"Hungary1994"
"483","Hungary",1998,310,310,3,11,1,6.67,4.08,"Hungary1998"
"484","Hungary",2002,310,310,3,11,1,2.97,2.21,"Hungary2002"
"485","Hungary",2006,310,310,3,11,1,2.81,2.4,"Hungary2006"
"486","Hungary",2010,310,310,3,11,1,2.82,2,"Hungary2010"
"487","Iceland",1946,395,395,3,12,1.46,3.58,3.6,"Iceland1946"
"488","Iceland",1949,395,395,3,12,1.46,3.55,3.47,"Iceland1949"
"489","Iceland",1953,395,395,3,12,1.46,4.16,3.44,"Iceland1953"
"490","Iceland",1956,395,395,3,12,1.46,3.62,3.48,"Iceland1956"
"491","Iceland",1959,395,395,3,12,1.46,3.66,3.44,"Iceland1959"
"492","Iceland",1959,395,395,2,9,6.13,3.4,3.2,"Iceland1959.5"
"493","Iceland",1963,395,395,2,9,6.13,3.37,3.33,"Iceland1963"
"494","Iceland",1967,395,395,2,9,6.13,3.77,3.55,"Iceland1967"
"495","Iceland",1971,395,395,2,9,6.13,4.1,3.85,"Iceland1971"
"496","Iceland",1974,395,395,2,9,6.13,3.47,3.38,"Iceland1974"
"497","Iceland",1978,395,395,2,9,6.13,4.21,3.85,"Iceland1978"
"498","Iceland",1979,395,395,2,9,6.13,3.9,3.79,"Iceland1979"
"499","Iceland",1983,395,395,2,9,6.13,4.26,4.07,"Iceland1983"
"500","Iceland",1987,395,395,2,9,6.25,5.77,5.35,"Iceland1987"
"501","Iceland",1991,395,395,2,9,6.25,4.22,3.77,"Iceland1991"
"502","Iceland",1995,395,395,2,9,6.25,4.29,3.95,"Iceland1995"
"503","Iceland",1999,395,395,2,9,6.25,3.55,3.45,"Iceland1999"
"504","Iceland",2003,395,395,2,9,10.5,3.94,3.71,"Iceland2003"
"505","Iceland",2007,395,395,2,9,10.5,4.06,3.62,"Iceland2007"
"506","Iceland",2009,395,395,2,9,10.5,4.55,4.18,"Iceland2009"
"507","India",1951,750,750,1,1,1.23,4.49,1.79,"India1951"
"508","India",1957,750,750,1,1,1.25,3.94,1.79,"India1957"
"509","India",1962,750,750,1,1,1,4.4,1.86,"India1962"
"510","India",1967,750,750,1,1,1,5.19,3.19,"India1967"
"511","India",1971,750,750,1,1,1,4.63,2.12,"India1971"
"512","India",1977,750,750,1,1,1,3.4,2.62,"India1977"
"513","India",1980,750,750,1,1,1,4.25,2.16,"India1980"
"514","India",1984,750,750,1,1,1,3.98,1.69,"India1984"
"515","India",1989,750,750,1,1,1,4.8,4.11,"India1989"
"516","India",1991,750,750,1,1,1,5.12,3.6,"India1991"
"517","India",1996,750,750,1,1,1,7.36,5.82,"India1996"
"518","India",1998,750,750,1,1,1,6.85,5.61,"India1998"
"519","India",1999,750,750,1,1,1,6.74,5.86,"India1999"
"520","India",2004,750,750,1,1,1,8.49,6.6,"India2004"
"521","India",2009,750,750,1,1,1,8.76,5.01,"India2009"
"522","Indonesia",1999,850,850,2,9,17.11,5.05,4.67,"Indonesia1999"
"523","Indonesia",2004,850,850,2,9,7.97,8.71,7.07,"Indonesia2004"
"524","Indonesia",2009,850,850,2,9,7.27,10.48,6.13,"Indonesia2009"
"525","Ireland",1948,205,205,2,10,3.68,4.09,3.61,"Ireland1948"
"526","Ireland",1951,205,205,2,10,3.68,3.36,3.25,"Ireland1951"
"527","Ireland",1954,205,205,2,10,3.68,3.24,3.04,"Ireland1954"
"528","Ireland",1957,205,205,2,10,3.68,3.16,2.74,"Ireland1957"
"529","Ireland",1961,205,205,2,10,3.79,3.24,2.82,"Ireland1961"
"530","Ireland",1965,205,205,2,10,3.79,2.72,2.63,"Ireland1965"
"531","Ireland",1969,205,205,2,10,3.4,2.82,2.45,"Ireland1969"
"532","Ireland",1973,205,205,2,10,3.4,2.81,2.58,"Ireland1973"
"533","Ireland",1977,205,205,2,10,3.5,2.86,2.38,"Ireland1977"
"534","Ireland",1981,205,205,2,10,4,2.86,2.61,"Ireland1981"
"535","Ireland",1982,205,205,2,10,4,2.69,2.56,"Ireland1982"
"536","Ireland",1982,205,205,2,10,4,2.72,2.55,"Ireland1982.5"
"537","Ireland",1987,205,205,2,10,4,3.47,2.9,"Ireland1987"
"538","Ireland",1989,205,205,2,10,4,3.38,2.98,"Ireland1989"
"539","Ireland",1992,205,205,2,10,4,3.94,3.5,"Ireland1992"
"540","Ireland",1997,205,205,2,10,4,4.025,3.01,"Ireland1997"
"541","Ireland",2002,205,205,2,10,3.95,4.31,3.44,"Ireland2002"
"542","Ireland",2007,205,205,2,10,3.86,3.81,3.04,"Ireland2007"
"543","Ireland",2011,205,205,2,10,3.86,4.77,3.55,"Ireland2011"
"544","Israel",1949,666,666,2,9,120,5.41,4.73,"Israel1949"
"545","Israel",1951,666,666,2,9,120,5.13,4.83,"Israel1951"
"546","Israel",1955,666,666,2,9,120,6.36,6,"Israel1955"
"547","Israel",1959,666,666,2,9,120,5.21,4.92,"Israel1959"
"548","Israel",1961,666,666,2,9,120,5.51,5.37,"Israel1961"
"549","Israel",1965,666,666,2,9,120,4.93,5.37,"Israel1965"
"550","Israel",1969,666,666,2,9,120,3.63,3.57,"Israel1969"
"551","Israel",1973,666,666,2,9,120,3.85,3.35,"Israel1973"
"552","Israel",1977,666,666,2,9,120,5.03,4.37,"Israel1977"
"553","Israel",1981,666,666,2,9,120,3.59,3.13,"Israel1981"
"554","Israel",1984,666,666,2,9,120,4.32,3.86,"Israel1984"
"555","Israel",1988,666,666,2,9,120,5.03,4.38,"Israel1988"
"556","Israel",1992,666,666,2,9,120,4.91,4.39,"Israel1992"
"557","Israel",1996,666,666,2,9,120,5.85,5.62,"Israel1996"
"558","Israel",1999,666,666,2,9,120,10.12,8.69,"Israel1999"
"559","Israel",2003,666,666,2,9,120,7.12,6.17,"Israel2003"
"560","Israel",2006,666,666,2,9,120,9.94,7.84,"Israel2006"
"561","Israel",2009,666,666,2,9,120,7.4,6.77,"Israel2009"
"562","Italy",1948,325,325,2,9,18.52,2.94,2.88,"Italy1948"
"563","Italy",1953,325,325,3,11,19.03,4.18,3.54,"Italy1953"
"564","Italy",1958,325,325,2,9,18.63,3.87,3.46,"Italy1958"
"565","Italy",1963,325,325,2,9,19.69,4.15,3.74,"Italy1963"
"566","Italy",1968,325,325,2,9,19.69,3.95,3.53,"Italy1968"
"567","Italy",1972,325,325,2,9,19.69,4.07,3.55,"Italy1972"
"568","Italy",1976,325,325,2,9,19.69,3.39,3.17,"Italy1976"
"569","Italy",1979,325,325,2,9,19.69,3.91,3.47,"Italy1979"
"570","Italy",1983,325,325,2,9,19.69,4.51,4.11,"Italy1983"
"571","Italy",1987,325,325,2,9,19.69,4.61,4.08,"Italy1987"
"572","Italy",1992,325,325,2,9,19.69,6.62,5.73,"Italy1992"
"573","Italy",1994,325,325,3,11,1,7.57,7.59,"Italy1994"
"574","Italy",1996,325,325,3,11,1,7.06,6.07,"Italy1996"
"575","Italy",2001,325,325,3,11,1,6.74,5.3,"Italy2001"
"576","Italy",2006,325,325,2,9,23.73,5.7,5.06,"Italy2006"
"577","Italy",2008,325,325,2,9,23.73,3.85,3.07,"Italy2008"
"578","Jamaica",1962,51,51,1,1,1,2.06,1.95,"Jamaica1962"
"579","Jamaica",1967,51,51,1,1,1,2.01,1.89,"Jamaica1967"
"580","Jamaica",1972,51,51,1,1,1,1.97,1.73,"Jamaica1972"
"581","Jamaica",1976,51,51,1,1,1,1.96,1.51,"Jamaica1976"
"582","Jamaica",1980,51,51,1,1,1,1.94,1.34,"Jamaica1980"
"583","Jamaica",1983,51,51,1,1,1,1.23,1,"Jamaica1983"
"584","Jamaica",1989,51,51,1,1,1,1.97,1.6,"Jamaica1989"
"585","Jamaica",1993,51,51,1,1,1,1.91,1.26,"Jamaica1993"
"586","Jamaica",1997,51,51,1,1,1,2.14,1.38,"Jamaica1997"
"587","Jamaica",2002,51,51,1,1,1,2.02,1.95,"Jamaica2002"
"588","Jamaica",2007,51,51,1,1,1,2,1.98,"Jamaica2007"
"589","Jamaica",2011,51,51,1,1,1,2,1.8,"Jamaica2011"
"590","Japan",1946,740,740,1,5,8.6,6.95,4.74,"Japan1946"
"591","Japan",1947,740,740,1,8,3.98,4.61,3.89,"Japan1947"
"592","Japan",1949,740,740,1,8,3.98,3.95,2.68,"Japan1949"
"593","Japan",1952,740,740,1,8,3.98,3.41,2.97,"Japan1952"
"594","Japan",1953,740,740,1,8,3.98,4.31,3.78,"Japan1953"
"595","Japan",1955,740,740,1,8,3.96,4.01,3.66,"Japan1955"
"596","Japan",1958,740,740,1,8,3.96,2.18,1.87,"Japan1958"
"597","Japan",1960,740,740,1,8,3.96,2.37,1.97,"Japan1960"
"598","Japan",1963,740,740,1,8,3.96,2.47,2.02,"Japan1963"
"599","Japan",1967,740,740,1,8,3.95,3.01,2.37,"Japan1967"
"600","Japan",1969,740,740,1,8,3.95,3.22,2.33,"Japan1969"
"601","Japan",1972,740,740,1,8,3.96,3.26,2.48,"Japan1972"
"602","Japan",1976,740,740,1,8,3.93,3.85,2.97,"Japan1976"
"603","Japan",1979,740,740,1,8,3.93,3.63,3.09,"Japan1979"
"604","Japan",1980,740,740,1,8,3.93,3.39,2.69,"Japan1980"
"605","Japan",1983,740,740,1,8,3.93,3.49,3.04,"Japan1983"
"606","Japan",1986,740,740,1,8,3.94,3.3,2.51,"Japan1986"
"607","Japan",1990,740,740,1,8,3.94,3.34,2.52,"Japan1990"
"608","Japan",1993,740,740,1,8,3.96,5,3.95,"Japan1993"
"609","Japan",1996,740,740,3,12,1,3.92,2.94,"Japan1996"
"610","Japan",2000,740,740,3,12,1,3.8,3.17,"Japan2000"
"611","Japan",2003,740,740,3,12,1,3.26,2.59,"Japan2003"
"612","Japan",2005,740,740,3,12,1,3.22,2.28,"Japan2005"
"613","Japan",2009,740,740,3,12,1,3.15,2.1,"Japan2009"
"614","Kenya",1997,501,501,1,1,1,-99,3.16,"Kenya1997"
"615","Kenya",2002,501,501,1,1,1,2.45,2.21,"Kenya2002"
"616","Kenya",2007,501,501,1,1,1,-99,3.52,"Kenya2007"
"617","Kiribati",1982,946,946,1,2,1.57,-99,-99,"Kiribati1982"
"618","Kiribati",1983,946,946,1,2,1.57,-99,-99,"Kiribati1983"
"619","Kiribati",1987,946,946,1,2,1.7,-99,-99,"Kiribati1987"
"620","Kiribati",1991,946,946,1,2,1.7,-99,-99,"Kiribati1991"
"621","Kiribati",1994,946,946,1,2,1.7,-99,-99,"Kiribati1994"
"622","Kiribati",1998,946,946,1,2,1.74,-99,-99,"Kiribati1998"
"623","Kiribati",2002,946,946,1,2,1.74,-99,4.45,"Kiribati2002"
"624","Kiribati",2003,946,946,1,2,1.74,-99,1.92,"Kiribati2003"
"625","Kiribati",2007,946,946,1,2,1.91,-99,4.85,"Kiribati2007"
"626","Kiribati",2011,946,946,1,2,1.91,-99,5.62,"Kiribati2011"
"627","Kyrgyzstan",2007,703,703,2,9,90,4.43,1.55,"Kyrgyzstan2007"
"628","Kyrgyzstan",2010,703,703,2,9,120,9.14,4.9,"Kyrgyzstan2010"
"629","Laos PDR",1955,812,812,1,5,-99,NA,2.77,"Laos PDR1955"
"630","Latvia",1993,367,367,2,9,20,6.21,5.05,"Latvia1993"
"631","Latvia",1995,367,367,2,9,20,9.61,7.59,"Latvia1995"
"632","Latvia",1998,367,367,2,9,20,6.94,5.49,"Latvia1998"
"633","Latvia",2002,367,367,2,9,20,6.95,5.02,"Latvia2002"
"634","Latvia",2006,367,367,2,9,20,7.73,6,"Latvia2006"
"635","Latvia",2010,367,367,2,9,20,4.62,3.93,"Latvia2010"
"636","Latvia",2011,367,367,2,9,20,5.05,4.53,"Latvia2011"
"637","Liberia",2005,450,450,1,1,1,10.02,8.28,"Liberia2005"
"638","Liberia",2011,450,450,1,1,1,13.11,7.07,"Liberia2011"
"639","Lebanon",1947,660,660,NA,2,11,-99,16.03,"Lebanon1947"
"640","Lebanon",1951,660,660,NA,2,8.56,-99,52.42,"Lebanon1951"
"641","Lebanon",1953,660,660,1,5,1.33,-99,34.59,"Lebanon1953"
"642","Lebanon",1957,660,660,1,5,2.54,-99,44.58,"Lebanon1957"
"643","Lebanon",1960,660,660,1,5,3.81,-99,45.74,"Lebanon1960"
"644","Lebanon",1964,660,660,1,5,3.81,-99,44.23,"Lebanon1964"
"645","Lebanon",1968,660,660,1,5,3.81,-99,33.12,"Lebanon1968"
"646","Lebanon",1972,660,660,1,5,3.81,-99,33.57,"Lebanon1972"
"647","Liechtenstein",1993,223,223,2,9,12.5,2.43,2.32,"Liechtenstein1993"
"648","Liechtenstein",1993,223,223,2,9,12.5,2.33,2.15,"Liechtenstein1993.5"
"649","Liechtenstein",1997,223,223,2,9,12.5,2.33,2.29,"Liechtenstein1997"
"650","Liechtenstein",2001,223,223,2,9,12.5,2.22,2.1,"Liechtenstein2001"
"651","Liechtenstein",2005,223,223,2,9,12.5,2.5,2.47,"Liechtenstein2005"
"652","Liechtenstein",2009,223,223,2,9,12.5,2.36,2.15,"Liechtenstein2009"
"653","Lithuania",1992,368,368,3,12,1,4.61,2.76,"Lithuania1992"
"654","Lithuania",1996,368,368,3,12,1,7.75,3.33,"Lithuania1996"
"655","Lithuania",2000,368,368,3,12,1,7.98,3.52,"Lithuania2000"
"656","Lithuania",2004,368,368,3,12,1,5.84,5.49,"Lithuania2004"
"657","Lithuania",2008,368,368,3,12,1,8.9,5.8,"Lithuania2008"
"658","Luxembourg",1954,212,212,2,9,13,3,2.68,"Luxembourg1954"
"659","Luxembourg",1959,212,212,2,9,13,3.26,3.14,"Luxembourg1959"
"660","Luxembourg",1964,212,212,2,9,14,3.5,3.17,"Luxembourg1964"
"661","Luxembourg",1968,212,212,2,9,14,3.49,3.41,"Luxembourg1968"
"662","Luxembourg",1974,212,212,2,9,14.8,4.26,4.06,"Luxembourg1974"
"663","Luxembourg",1979,212,212,2,9,14.8,4.16,3.46,"Luxembourg1979"
"664","Luxembourg",1984,212,212,2,9,16,3.56,3.22,"Luxembourg1984"
"665","Luxembourg",1989,212,212,2,9,15,4.66,3.77,"Luxembourg1989"
"666","Luxembourg",1994,212,212,2,9,15,4.71,3.9,"Luxembourg1994"
"667","Luxembourg",1999,212,212,2,9,15,4.62,4.34,"Luxembourg1999"
"668","Luxembourg",2004,212,212,2,9,15,4.26,3.81,"Luxembourg2004"
"669","Luxembourg",2009,212,212,2,9,15,4.26,3.63,"Luxembourg2009"
"670","Mauritania",2006,435,435,1,2,1,-99,21.41,"Mauritania2006"
"671","Macedonia",1994,343,343,1,2,1,3.255,3.23,"Macedonia1994"
"672","Macedonia",1998,343,343,2,12,1,5.05,2.93,"Macedonia1998"
"673","Macedonia",2002,343,343,2,9,20,4.44,2.81,"Macedonia2002"
"674","Macedonia",2006,343,343,2,9,20,5.54,4.06,"Macedonia2006"
"675","Macedonia",2008,343,343,2,9,20,3.22,2.76,"Macedonia2008"
"676","Macedonia",2011,343,343,2,9,20,3.63,2.91,"Macedonia2011"
"677","Maldives",2009,781,781,1,1,1,4.79,3.9,"Maldives2009"
"678","Madagascar",1993,580,580,2,9,2.34,-99,6.53,"Madagascar1993"
"679","Madagascar",1998,580,580,3,12,1.24,-99,4.88,"Madagascar1998"
"680","Madagascar",2002,580,580,3,12,1.32,7.67,2.35,"Madagascar2002"
"681","Madagascar",2007,580,580,1,1,1.05,-99,1.48,"Madagascar2007"
"682","Mauritius",1976,590,590,1,5,2.95,2.94,2.44,"Mauritius1976"
"683","Mauritius",1982,590,590,1,5,2.95,2.15,1.21,"Mauritius1982"
"684","Mauritius",1983,590,590,1,5,2.95,2.55,1.89,"Mauritius1983"
"685","Mauritius",1987,590,590,1,5,2.95,2.53,1.95,"Mauritius1987"
"686","Mauritius",1991,590,590,1,5,2.95,2.17,2.61,"Mauritius1991"
"687","Mauritius",1995,590,590,1,5,2.95,2.13,1.21,"Mauritius1995"
"688","Mauritius",2000,590,590,1,5,2.95,2.45,1.41,"Mauritius2000"
"689","Mauritius",2005,590,590,1,5,2.95,2.38,1.99,"Mauritius2005"
"690","Mauritius",2010,590,590,1,5,2.95,2.4,1.87,"Mauritius2010"
"691","Malawi",1994,553,553,1,1,1,2.74,2.69,"Malawi1994"
"692","Malawi",1999,553,553,1,1,1,2.84,2.66,"Malawi1999"
"693","Malawi",2004,553,553,1,1,1,7.32,5.67,"Malawi2004"
"694","Malawi",2009,553,553,1,1,1,NA,2.67,"Malawi2009"
"695","Mexico",2000,70,70,3,12,1,3,2.55,"Mexico2000"
"696","Mexico",2003,70,70,3,12,1,3.27,2.77,"Mexico2003"
"697","Mexico",2006,70,70,3,12,1,3.42,3.03,"Mexico2006"
"698","Mexico",2009,70,70,3,12,1,3.78,2.75,"Mexico2009"
"699","Moldova",1998,359,359,2,9,104,5.78,-99,"Moldova1998"
"700","Moldova",2001,359,359,2,9,101,4.65,1.85,"Moldova2001"
"701","Moldova",2005,359,359,2,9,101,3.49,2.31,"Moldova2005"
"702","Moldova",2009,359,359,2,9,101,3.43,2.45,"Moldova2009"
"703","Moldova",2009,359,359,2,9,101,3.7,3.32,"Moldova2009.5"
"704","Moldova",2010,359,359,2,9,101,3.73,3.23,"Moldova2010"
"705","Mali",1992,432,432,1,2,2.11,3.6,2.24,"Mali1992"
