"","country","year","ccode","ccode2","legislative_type","elecrule","tier1_avemag","enep1","enpp1","uid"
"706","Mali",1997,432,432,1,2,2.67,-99,-99,"Mali1997"
"707","Mali",1997,432,432,1,2,2.67,1.59,1.31,"Mali1997.5"
"708","Mali",2002,432,432,1,2,-99,-99,4.11,"Mali2002"
"709","Mali",2007,432,432,1,2,-99,-99,5.87,"Mali2007"
"710","Malta",1966,338,338,2,10,5,2.39,1.97,"Malta1966"
"711","Malta",1971,338,338,2,10,5.5,2.04,2,"Malta1971"
"712","Malta",1976,338,338,2,10,5,2,2,"Malta1976"
"713","Malta",1981,338,338,2,10,5,2,2,"Malta1981"
"714","Malta",1987,338,338,2,10,5,2.01,2,"Malta1987"
"715","Malta",1992,338,338,2,10,5,2.06,2,"Malta1992"
"716","Malta",1996,338,338,2,10,5,2.06,2,"Malta1996"
"717","Malta",1998,338,338,2,10,5,2.04,1.99,"Malta1998"
"718","Malta",2003,338,338,2,10,5,2.02,1.99,"Malta2003"
"719","Malta",2008,338,338,2,10,5,2.08,2,"Malta2008"
"720","Mongolia",1992,712,712,1,5,2.92,2.72,1.17,"Mongolia1992"
"721","Mongolia",1996,712,712,1,2,1,2.58,1.85,"Mongolia1996"
"722","Mongolia",2000,712,712,1,2,1,3.245,1.11,"Mongolia2000"
"723","Mongolia",2004,712,712,1,2,1,2.33,2.22,"Mongolia2004"
"724","Mongolia",2008,712,712,1,5,2.92,2.26,2.05,"Mongolia2008"
"725","Marshall Islands",1991,983,983,1,1,1.38,NA,NA,"Marshall Islands1991"
"726","Marshall Islands",1995,983,983,1,1,1.38,NA,NA,"Marshall Islands1995"
"727","Marshall Islands",1999,983,983,1,1,1.38,NA,NA,"Marshall Islands1999"
"728","Marshall Islands",2003,983,983,1,1,1.38,NA,NA,"Marshall Islands2003"
"729","Marshall Islands",2007,983,983,1,1,1.38,NA,NA,"Marshall Islands2007"
"730","Marshall Islands",2011,983,983,1,1,1.38,NA,NA,"Marshall Islands2011"
"731","Myanmar",1951,775,775,1,5,2.75,-99,-99,"Myanmar1951"
"732","Myanmar",1956,775,775,1,5,2.75,3.09,-99,"Myanmar1956"
"733","Myanmar",1960,775,775,1,5,2.75,-99,-99,"Myanmar1960"
"734","Nauru",1971,970,970,1,4,2.25,NA,NA,"Nauru1971"
"735","Nauru",1973,970,970,1,4,2.25,NA,NA,"Nauru1973"
"736","Nauru",1976,970,970,1,4,2.25,NA,NA,"Nauru1976"
"737","Nauru",1977,970,970,1,4,2.25,NA,NA,"Nauru1977"
"738","Nauru",1980,970,970,1,4,2.25,NA,NA,"Nauru1980"
"739","Nauru",1983,970,970,1,4,2.25,NA,NA,"Nauru1983"
"740","Nauru",1986,970,970,1,4,2.25,NA,NA,"Nauru1986"
"741","Nauru",1987,970,970,1,4,2.25,NA,NA,"Nauru1987"
"742","Nauru",1989,970,970,1,4,2.25,NA,NA,"Nauru1989"
"743","Nauru",1992,970,970,1,4,2.25,NA,NA,"Nauru1992"
"744","Nauru",1995,970,970,1,4,2.25,NA,NA,"Nauru1995"
"745","Nauru",2000,970,970,1,4,2.25,NA,NA,"Nauru2000"
"746","Nauru",2003,970,970,1,4,2.25,NA,NA,"Nauru2003"
"747","Nauru",2004,970,970,1,4,2.25,NA,NA,"Nauru2004"
"748","Nauru",2008,970,970,1,4,2.25,NA,NA,"Nauru2008"
"749","Nauru",2010,970,970,1,4,2.25,NA,NA,"Nauru2010"
"750","Nauru",2010,970,970,1,4,2.25,NA,NA,"Nauru2010.5"
"751","Nepal",1991,790,790,1,1,1,3.92,2.47,"Nepal1991"
"752","Nepal",1994,790,790,1,1,1,3.89,2.79,"Nepal1994"
"753","Nepal",1999,790,790,1,1,1,3.91,2.4,"Nepal1999"
"754","New Zealand",1946,920,920,1,1,1,2.01,2,"New Zealand1946"
"755","New Zealand",1949,920,920,1,1,1,2.03,1.96,"New Zealand1949"
"756","New Zealand",1951,920,920,1,1,1,1.99,1.88,"New Zealand1951"
"757","New Zealand",1954,920,920,1,1,1,2.48,1.97,"New Zealand1954"
"758","New Zealand",1957,920,920,1,1,1,2.3,1.99,"New Zealand1957"
"759","New Zealand",1960,920,920,1,1,1,2.37,1.96,"New Zealand1960"
"760","New Zealand",1963,920,920,1,1,1,2.39,1.97,"New Zealand1963"
"761","New Zealand",1966,920,920,1,1,1,2.61,2.02,"New Zealand1966"
"762","New Zealand",1969,920,920,1,1,1,2.45,1.99,"New Zealand1969"
"763","New Zealand",1972,920,920,1,1,1,2.43,1.87,"New Zealand1972"
"764","New Zealand",1975,920,920,1,1,1,2.55,1.87,"New Zealand1975"
"765","New Zealand",1978,920,920,1,1,1,2.87,2.02,"New Zealand1978"
"766","New Zealand",1981,920,920,1,1,1,2.89,2.08,"New Zealand1981"
"767","New Zealand",1984,920,920,1,1,1,2.99,1.98,"New Zealand1984"
"768","New Zealand",1987,920,920,1,1,1,2.34,1.94,"New Zealand1987"
"769","New Zealand",1990,920,920,1,1,1,2.78,1.76,"New Zealand1990"
"770","New Zealand",1993,920,920,1,1,1,3.525,2.16,"New Zealand1993"
"771","New Zealand",1996,920,920,3,11,1,4.39,3.76,"New Zealand1996"
"772","New Zealand",1999,920,920,3,11,1,3.86,3.45,"New Zealand1999"
"773","New Zealand",2002,920,920,3,11,1,4.21,3.76,"New Zealand2002"
"774","New Zealand",2005,920,920,3,11,1,3.04,2.98,"New Zealand2005"
"775","New Zealand",2008,920,920,3,11,1,3.08,2.78,"New Zealand2008"
"776","New Zealand",2011,920,920,3,11,1,3.01,2.98,"New Zealand2011"
"777","Nicaragua",1990,93,93,2,9,10,2.19,2.05,"Nicaragua1990"
"778","Nicaragua",1996,93,93,2,9,4.375,2.94,2.7,"Nicaragua1996"
"779","Nicaragua",2001,93,93,2,9,4.12,2.18,2.04,"Nicaragua2001"
"780","Nicaragua",2006,93,93,2,9,4.12,3.44,3.14,"Nicaragua2006"
"781","Nicaragua",2011,93,93,2,9,4.12,2.11,1.79,"Nicaragua2011"
"782","Nigeria",1964,475,475,1,1,1,3.92,2.85,"Nigeria1964"
"783","Nigeria",1979,475,475,1,1,1,4.35,3.96,"Nigeria1979"
"784","Nigeria",1983,475,475,1,1,1,NA,NA,"Nigeria1983"
"785","Nigeria",1999,475,475,1,1,1,2.32,2.34,"Nigeria1999"
"786","Nigeria",2003,475,475,1,1,1,2.61,2.16,"Nigeria2003"
"787","Nigeria",2007,475,475,1,1,1,2.09,1.75,"Nigeria2007"
"788","Nigeria",2011,475,475,1,1,1,-99,-99,"Nigeria2011"
"789","Niger",1993,436,436,3,12,9.375,4.63,4.23,"Niger1993"
"790","Niger",1995,436,436,3,12,9.375,-99,4.15,"Niger1995"
"791","Niger",2004,436,436,3,12,13.125,4.42,3.72,"Niger2004"
"792","Norway",1949,385,385,2,9,5.17,3.76,2.67,"Norway1949"
"793","Norway",1953,385,385,2,9,7.5,3.53,3.09,"Norway1953"
"794","Norway",1957,385,385,2,9,7.5,3.44,2.99,"Norway1957"
"795","Norway",1961,385,385,2,9,7.5,3.59,3.22,"Norway1961"
"796","Norway",1965,385,385,2,9,7.5,3.9,3.51,"Norway1965"
"797","Norway",1969,385,385,2,9,7.5,3.61,3.18,"Norway1969"
"798","Norway",1973,385,385,2,9,8.16,4.63,4.14,"Norway1973"
"799","Norway",1977,385,385,2,9,8.16,3.85,2.97,"Norway1977"
"800","Norway",1981,385,385,2,9,8.16,3.92,3.2,"Norway1981"
"801","Norway",1985,385,385,2,9,8.26,3.63,3.09,"Norway1985"
"802","Norway",1989,385,385,2,9,8.26,4.84,4.23,"Norway1989"
"803","Norway",1993,385,385,2,9,8.26,4.74,4.04,"Norway1993"
"804","Norway",1997,385,385,2,9,8.26,5.07,4.36,"Norway1997"
"805","Norway",2001,385,385,2,9,8.26,6.22,5.35,"Norway2001"
"806","Norway",2005,385,385,2,9,7.89,5.12,4.56,"Norway2005"
"807","Norway",2009,385,385,2,9,7.89,4.56,4.07,"Norway2009"
"808","Netherlands",1946,210,210,2,9,100,4.68,4.47,"Netherlands1946"
"809","Netherlands",1948,210,210,2,9,100,4.99,4.68,"Netherlands1948"
"810","Netherlands",1952,210,210,2,9,100,5,4.65,"Netherlands1952"
"811","Netherlands",1956,210,210,2,9,150,4.26,4.07,"Netherlands1956"
"812","Netherlands",1959,210,210,2,9,150,4.46,4.14,"Netherlands1959"
"813","Netherlands",1963,210,210,2,9,150,4.8,4.5,"Netherlands1963"
"814","Netherlands",1967,210,210,2,9,150,6.21,5.71,"Netherlands1967"
"815","Netherlands",1971,210,210,2,9,150,7.11,6.4,"Netherlands1971"
"816","Netherlands",1972,210,210,2,9,150,6.85,6.41,"Netherlands1972"
"817","Netherlands",1977,210,210,2,9,150,3.96,3.7,"Netherlands1977"
"818","Netherlands",1981,210,210,2,9,150,4.56,4.3,"Netherlands1981"
"819","Netherlands",1982,210,210,2,9,150,4.24,4.02,"Netherlands1982"
"820","Netherlands",1986,210,210,2,9,150,3.77,3.49,"Netherlands1986"
"821","Netherlands",1989,210,210,2,9,150,3.9,3.75,"Netherlands1989"
"822","Netherlands",1994,210,210,2,9,150,5.71,5.41,"Netherlands1994"
"823","Netherlands",1998,210,210,2,9,150,5.14,4.81,"Netherlands1998"
"824","Netherlands",2002,210,210,2,9,150,6.04,5.97,"Netherlands2002"
"825","Netherlands",2003,210,210,2,9,150,4.99,4.74,"Netherlands2003"
"826","Netherlands",2006,210,210,2,9,150,5.8,5.54,"Netherlands2006"
"827","Netherlands",2010,210,210,2,9,150,6.97,6.74,"Netherlands2010"
"828","Pakistan",1977,770,770,1,1,1,2.05,1.58,"Pakistan1977"
"829","Pakistan",1988,770,770,1,1,1,4.12,3.55,"Pakistan1988"
"830","Pakistan",1990,770,770,1,1,1,3.57,3.18,"Pakistan1990"
"831","Pakistan",1993,770,770,1,1,1,3.26,3.21,"Pakistan1993"
"832","Pakistan",1997,770,770,1,1,1,3.81,2.21,"Pakistan1997"
"833","Pakistan",2008,770,770,1,1,1,5.21,4.98,"Pakistan2008"
"834","Palau",1996,986,986,1,1,1,NA,NA,"Palau1996"
"835","Palau",2000,986,986,1,1,1,NA,NA,"Palau2000"
"836","Palau",2004,986,986,1,1,1,NA,NA,"Palau2004"
"837","Palau",2008,986,986,1,1,1,NA,NA,"Palau2008"
"838","Panama",1952,95,95,2,9,5.3,NA,6.62,"Panama1952"
"839","Panama",1956,95,95,2,9,5.3,NA,1.49,"Panama1956"
"840","Panama",1960,95,95,2,9,5.3,4.71,5.11,"Panama1960"
"841","Panama",1964,95,95,2,9,4.2,-99,6.68,"Panama1964"
"842","Panama",1968,95,95,2,9,4.2,-99,-99,"Panama1968"
"843","Panama",1989,95,95,3,12,1.68,-99,3.72,"Panama1989"
"844","Panama",1994,95,95,3,12,1.8,8.64,4.33,"Panama1994"
"845","Panama",1999,95,95,3,12,1.775,5.68,3.26,"Panama1999"
"846","Panama",2004,95,95,3,12,1.825,4.46,2.92,"Panama2004"
"847","Panama",2009,95,95,3,12,1.775,4.18,3.66,"Panama2009"
"848","Paraguay",1989,150,150,3,12,72,1.68,1.89,"Paraguay1989"
"849","Paraguay",1993,150,150,2,9,4.44,2.81,2.45,"Paraguay1993"
"850","Paraguay",1998,150,150,2,9,4.44,2.11,1.97,"Paraguay1998"
"851","Paraguay",2003,150,150,2,9,4.44,4.24,3.18,"Paraguay2003"
"852","Paraguay",2008,150,150,2,9,4.44,4.47,3.43,"Paraguay2008"
"853","Peru",1956,135,135,2,9,7.58,-99,-99,"Peru1956"
"854","Peru",1962,135,135,2,9,7.58,3.39,-99,"Peru1962"
"855","Peru",1963,135,135,2,9,5.79,2.98,3.54,"Peru1963"
"856","Peru",1980,135,135,2,9,7.2,4.18,2.46,"Peru1980"
"857","Peru",1985,135,135,2,9,7.2,3.02,2.31,"Peru1985"
"858","Peru",1990,135,135,2,9,7.2,5.04,4.04,"Peru1990"
"859","Peru",2001,135,135,2,9,4.8,6.64,4.37,"Peru2001"
"860","Peru",2006,135,135,2,9,4.8,8.45,3.78,"Peru2006"
"861","Peru",2011,135,135,2,9,5.2,5.71,3.97,"Peru2011"
"862","Philippines",1946,840,840,1,1,1,3.34,2.93,"Philippines1946"
"863","Philippines",1949,840,840,1,1,1,2.45,2.12,"Philippines1949"
"864","Philippines",1953,840,840,1,1,1,2.57,2.28,"Philippines1953"
"865","Philippines",1957,840,840,1,1,1,2.14,1.47,"Philippines1957"
"866","Philippines",1961,840,840,1,1,1,2.06,1.71,"Philippines1961"
"867","Philippines",1965,840,840,1,1,1,2.28,2.05,"Philippines1965"
"868","Philippines",1987,840,840,1,1,1,NA,6.95,"Philippines1987"
"869","Philippines",1992,840,840,1,1,1,4.91,3.75,"Philippines1992"
"870","Philippines",1995,840,840,1,1,1,4.81,3.62,"Philippines1995"
"871","Philippines",1998,840,840,3,11,1,3.12,3.08,"Philippines1998"
"872","Philippines",2001,840,840,3,11,1,28.46,5.99,"Philippines2001"
"873","Philippines",2004,840,840,3,11,1,27.43,3.48,"Philippines2004"
"874","Philippines",2007,840,840,3,11,1,38.46,4.18,"Philippines2007"
"875","Philippines",2010,840,840,3,11,1,55.76,3.85,"Philippines2010"
"876","Papua New Guinea",1977,910,910,1,1,1,6.185,4.44,"Papua New Guinea1977"
"877","Papua New Guinea",1982,910,910,1,1,1,6.455,2.69,"Papua New Guinea1982"
"878","Papua New Guinea",1987,910,910,1,1,1,19.97,5.95,"Papua New Guinea1987"
"879","Papua New Guinea",1992,910,910,1,1,1,45.34,10.59,"Papua New Guinea1992"
"880","Papua New Guinea",1997,910,910,1,1,1,57.56,20.94,"Papua New Guinea1997"
"881","Papua New Guinea",2002,910,910,1,1,1,-99,-99,"Papua New Guinea2002"
"882","Papua New Guinea",2007,910,910,1,3,1,-99,-99,"Papua New Guinea2007"
"883","Poland",1991,290,290,2,9,10.57,13.86,10.87,"Poland1991"
"884","Poland",1993,290,290,2,9,7.52,9.8,3.88,"Poland1993"
"885","Poland",1997,290,290,2,9,7.52,4.59,2.95,"Poland1997"
"886","Poland",2001,290,290,2,9,12.78,4.5,3.6,"Poland2001"
"887","Poland",2005,290,290,2,9,11.22,6.28,4.26,"Poland2005"
"888","Poland",2007,290,290,2,9,11.22,3.33,2.82,"Poland2007"
"889","Poland",2011,290,290,2,9,11.22,3.73,3,"Poland2011"
"890","Portugal",1976,235,235,2,9,11.95,4,3.43,"Portugal1976"
"891","Portugal",1979,235,235,2,9,11.36,3.01,2.54,"Portugal1979"
"892","Portugal",1980,235,235,2,9,11.36,2.89,2.51,"Portugal1980"
"893","Portugal",1983,235,235,2,9,11.36,3.74,3.41,"Portugal1983"
"894","Portugal",1985,235,235,2,9,11.36,4.77,4.26,"Portugal1985"
"895","Portugal",1987,235,235,2,9,11.36,2.98,2.37,"Portugal1987"
"896","Portugal",1991,235,235,2,9,10.45,2.86,2.24,"Portugal1991"
"897","Portugal",1995,235,235,2,9,10.45,3.09,2.55,"Portugal1995"
"898","Portugal",1999,235,235,2,9,10.45,3.19,2.62,"Portugal1999"
"899","Portugal",2002,235,235,2,9,10.45,3.03,2.5,"Portugal2002"
"900","Portugal",2005,235,235,2,9,10.45,3.13,2.56,"Portugal2005"
"901","Portugal",2009,235,235,2,9,10.45,3.84,3.13,"Portugal2009"
"902","Portugal",2011,235,235,2,9,10.45,3.98,2.96,"Portugal2011"
"903","South Korea",1960,732,732,1,1,1,5.595,1.77,"South Korea1960"
"904","South Korea",1988,732,732,3,12,1,4.27,3.55,"South Korea1988"
"905","South Korea",1992,732,732,3,12,1,3.77,2.75,"South Korea1992"
"906","South Korea",1996,732,732,3,12,1,4.5,3.15,"South Korea1996"
"907","South Korea",2000,732,732,3,12,1,3.405,2.39,"South Korea2000"
"908","South Korea",2004,732,732,3,12,1,3.36,2.36,"South Korea2004"
"909","South Korea",2008,732,732,3,12,1,4.33,2.92,"South Korea2008"
"910","Romania",1990,360,360,2,9,9.44,2.21,2.19,"Romania1990"
"911","Romania",1992,360,360,2,9,7.81,6.96,4.78,"Romania1992"
"912","Romania",1996,360,360,2,9,7.81,6.08,4.3,"Romania1996"
"913","Romania",2000,360,360,2,9,7.79,5.23,3.53,"Romania2000"
"914","Romania",2004,360,360,2,9,7.48,4.09,3.38,"Romania2004"
"915","Romania",2008,360,360,3,11,NA,3.97,3.62,"Romania2008"
"916","El Salvador",1985,92,92,2,9,4.29,2.68,2.56,"El Salvador1985"
"917","El Salvador",1988,92,92,2,9,4.29,2.75,2.41,"El Salvador1988"
"918","El Salvador",1991,92,92,2,9,4.57,3.34,3.01,"El Salvador1991"
"919","El Salvador",1994,92,92,2,9,4.57,3.48,3.06,"El Salvador1994"
"920","El Salvador",1997,92,92,2,9,4.57,3.95,4.17,"El Salvador1997"
"921","El Salvador",2000,92,92,2,9,4.57,3.68,3.47,"El Salvador2000"
"922","El Salvador",2003,92,92,2,9,4.57,4.09,3.53,"El Salvador2003"
"923","El Salvador",2006,92,92,2,9,4.57,3.03,3.04,"El Salvador2006"
"924","El Salvador",2009,92,92,2,9,4.57,2.92,2.94,"El Salvador2009"
"925","Senegal",2001,433,433,3,12,2.17,3.34,1.76,"Senegal2001"
"926","Senegal",2007,433,433,3,12,3,2.04,1.31,"Senegal2007"
"927","Sierra Leone",1962,451,451,1,1,1,6.52,3.55,"Sierra Leone1962"
"928","Sierra Leone",1967,451,451,1,1,1,2.82,2.39,"Sierra Leone1967"
"929","Sierra Leone",1996,451,451,2,9,68,4.74,3.82,"Sierra Leone1996"
"930","Sierra Leone",2002,451,451,1,1,1,1.89,1.65,"Sierra Leone2002"
"931","Sierra Leone",2007,451,451,1,1,1,3.04,2.54,"Sierra Leone2007"
"932","St. Kitts and Nevis",1984,60,60,1,1,1,2.45,2.46,"St. Kitts and Nevis1984"
"933","St. Kitts and Nevis",1989,60,60,1,1,1,2.77,2.68,"St. Kitts and Nevis1989"
"934","St. Kitts and Nevis",1993,60,60,1,1,1,3.08,3.27,"St. Kitts and Nevis1993"
"935","St. Kitts and Nevis",1995,60,60,1,1,1,2.65,2.2,"St. Kitts and Nevis1995"
"936","St. Kitts and Nevis",2000,60,60,1,1,1,2.55,1.75,"St. Kitts and Nevis2000"
"937","St. Kitts and Nevis",2004,60,60,1,1,1,2.7,2.2,"St. Kitts and Nevis2004"
"938","St. Kitts and Nevis",2010,60,60,1,1,1,2.94,2.69,"St. Kitts and Nevis2010"
"939","Slovakia",1994,317,317,2,9,37.5,5.81,4.41,"Slovakia1994"
"940","Slovakia",1998,317,317,2,9,150,5.26,4.76,"Slovakia1998"
"941","Slovakia",2002,317,317,2,9,150,11.77,6.12,"Slovakia2002"
"942","Slovakia",2006,317,317,2,9,150,6.26,4.81,"Slovakia2006"
"943","Slovakia",2010,317,317,2,9,150,5.64,4.01,"Slovakia2010"
"944","St. Lucia",1979,56,56,1,1,1,1.97,1.71,"St. Lucia1979"
"945","St. Lucia",1982,56,56,1,1,1,2.4,1.44,"St. Lucia1982"
"946","St. Lucia",1987,56,56,1,1,1,2.32,1.99,"St. Lucia1987"
"947","St. Lucia",1987,56,56,1,1,1,2.21,1.99,"St. Lucia1987.5"
"948","St. Lucia",1992,56,56,1,1,1,1.97,1.84,"St. Lucia1992"
"949","St. Lucia",1997,56,56,1,1,1,1.95,1.12,"St. Lucia1997"
"950","St. Lucia",2001,56,56,1,1,1,2.19,1.41,"St. Lucia2001"
"951","St. Lucia",2006,56,56,1,1,1,2.01,1.84,"St. Lucia2006"
"952","St. Lucia",2011,56,56,1,1,1,2.08,1.84,"St. Lucia2011"
"953","Slovenia",1992,349,349,2,9,11,8.34,6.6,"Slovenia1992"
"954","Slovenia",1996,349,349,2,9,11,6.32,5.53,"Slovenia1996"
"955","Slovenia",2000,349,349,2,9,11,5.13,4.55,"Slovenia2000"
"956","Slovenia",2004,349,349,2,9,11,6.46,4.9,"Slovenia2004"
"957","Slovenia",2008,349,349,2,9,11,5.04,4.23,"Slovenia2008"
"958","Slovenia",2011,349,349,2,9,11,5.52,4.52,"Slovenia2011"
"959","San Marino",1993,331,331,2,9,60,3.68,3.52,"San Marino1993"
"960","San Marino",1998,331,331,2,9,60,3.73,3.65,"San Marino1998"
"961","San Marino",2001,331,331,2,9,60,3.55,3.52,"San Marino2001"
"962","San Marino",2006,331,331,2,9,60,4.22,3.88,"San Marino2006"
"963","San Marino",2008,331,331,2,9,60,4.3,3.97,"San Marino2008"
"964","Solomon Islands",1980,940,940,1,1,1,12.25,3.91,"Solomon Islands1980"
"965","Solomon Islands",1984,940,940,1,1,1,8.35,4.33,"Solomon Islands1984"
"966","Solomon Islands",1993,940,940,1,1,1,7.75,4.19,"Solomon Islands1993"
"967","Solomon Islands",1997,940,940,1,1,1,NA,4.53,"Solomon Islands1997"
"968","Solomon Islands",2001,940,940,1,1,1,NA,9.34,"Solomon Islands2001"
"969","Solomon Islands",2006,940,940,1,1,1,46.94,33.97,"Solomon Islands2006"
"970","Solomon Islands",2010,940,940,1,1,1,44.89,3.3,"Solomon Islands2010"
"971","Somalia",1964,520,520,2,9,2.62,3.05,2.72,"Somalia1964"
"972","Somalia",1969,520,520,2,9,2.62,-99,2.74,"Somalia1969"
"973","Spain",1977,230,230,2,9,6.73,4.31,2.92,"Spain1977"
"974","Spain",1979,230,230,2,9,6.73,4.28,2.81,"Spain1979"
"975","Spain",1982,230,230,2,9,6.73,3.19,2.33,"Spain1982"
"976","Spain",1986,230,230,2,9,6.73,3.6,3.02,"Spain1986"
"977","Spain",1989,230,230,2,9,6.73,4.08,2.85,"Spain1989"
"978","Spain",1993,230,230,2,9,6.73,3.53,2.67,"Spain1993"
"979","Spain",1996,230,230,2,9,6.73,3.27,2.72,"Spain1996"
"980","Spain",2000,230,230,2,9,6.73,3.12,2.48,"Spain2000"
"981","Spain",2004,230,230,2,9,6.73,3,2.53,"Spain2004"
"982","Spain",2008,230,230,2,9,6.73,2.79,2.36,"Spain2008"
"983","Sri Lanka",1952,780,780,1,1,1,4.16,2.89,"Sri Lanka1952"
"984","Sri Lanka",1956,780,780,1,1,1,4.01,3.04,"Sri Lanka1956"
"985","Sri Lanka",1960,780,780,1,1,1,6.26,4.49,"Sri Lanka1960"
"986","Sri Lanka",1960,780,780,1,1,1,3.74,3.27,"Sri Lanka1960.5"
"987","Sri Lanka",1965,780,780,1,1,1,3.89,3.57,"Sri Lanka1965"
"988","Sri Lanka",1970,780,780,1,1,1,3.43,2.49,"Sri Lanka1970"
"989","Sri Lanka",1977,780,780,1,1,1,2.83,1.41,"Sri Lanka1977"
"990","Sri Lanka",1989,780,780,2,9,8.91,2.76,2.5,"Sri Lanka1989"
"991","Sri Lanka",1994,780,780,2,9,8.91,2.31,2.53,"Sri Lanka1994"
"992","Sri Lanka",2000,780,780,2,9,8.91,2.705,2.59,"Sri Lanka2000"
"993","Sri Lanka",2001,780,780,2,9,8.91,2.79,2.76,"Sri Lanka2001"
"994","Sri Lanka",2004,780,780,2,9,8.91,2.78,2.76,"Sri Lanka2004"
"995","Sri Lanka",2010,780,780,2,9,8.91,2.2,2.06,"Sri Lanka2010"
"996","Sao Tome and Principe",1991,403,403,2,9,7.86,2.55,1.98,"Sao Tome and Principe1991"
"997","Sao Tome and Principe",1994,403,403,2,9,7.86,3.2,2.7,"Sao Tome and Principe1994"
"998","Sao Tome and Principe",1998,403,403,2,9,7.86,2.74,2.36,"Sao Tome and Principe1998"
"999","Sao Tome and Principe",2002,403,403,2,9,7.86,2.76,2.36,"Sao Tome and Principe2002"
"1000","Sao Tome and Principe",2006,403,403,2,9,7.86,3.87,2.92,"Sao Tome and Principe2006"
"1001","Sao Tome and Principe",2010,403,403,2,9,7.86,3.27,2.59,"Sao Tome and Principe2010"
"1002","Sudan",1958,625,625,1,1,1,-99,3.67,"Sudan1958"
"1003","Sudan",1986,625,625,1,1,1,-99,4.07,"Sudan1986"
"1004","Suriname",1977,115,115,3,12,2.7,2.46,1.97,"Suriname1977"
"1005","Suriname",1991,115,115,2,9,5.1,2.69,2.31,"Suriname1991"
"1006","Suriname",1996,115,115,2,9,5.1,3.62,2.98,"Suriname1996"
"1007","Suriname",2000,115,115,2,9,5.1,3.77,2.28,"Suriname2000"
"1008","Suriname",2005,115,115,2,9,5.1,3.98,3.2,"Suriname2005"
"1009","Suriname",2010,115,115,2,9,5.1,3.49,3.21,"Suriname2010"
"1010","St.Vincent and the Grenadines",1979,57,57,1,1,1,2.57,1.35,"St.Vincent and the Grenadines1979"
"1011","St.Vincent and the Grenadines",1984,57,57,1,1,1,2.28,1.74,"St.Vincent and the Grenadines1984"
"1012","St.Vincent and the Grenadines",1989,57,57,1,1,1,1.88,1,"St.Vincent and the Grenadines1989"
"1013","St.Vincent and the Grenadines",1994,57,57,1,1,1,2.48,1.51,"St.Vincent and the Grenadines1994"
"1014","St.Vincent and the Grenadines",1998,57,57,1,1,1,1.99,1.99,"St.Vincent and the Grenadines1998"
"1015","St.Vincent and the Grenadines",2001,57,57,1,1,1,2.05,1.47,"St.Vincent and the Grenadines2001"
"1016","St.Vincent and the Grenadines",2005,57,57,1,1,1,1.98,1.47,"St.Vincent and the Grenadines2005"
"1017","St.Vincent and the Grenadines",2010,57,57,1,1,1,2.01,1.99,"St.Vincent and the Grenadines2010"
"1018","Sweden",1948,380,380,2,9,8.21,3.35,3.06,"Sweden1948"
"1019","Sweden",1952,380,380,2,9,8.21,3.28,3.09,"Sweden1952"
"1020","Sweden",1956,380,380,2,9,8.25,3.37,3.18,"Sweden1956"
"1021","Sweden",1958,380,380,2,9,8.25,3.31,3.16,"Sweden1958"
"1022","Sweden",1960,380,380,2,9,8.29,3.26,3.12,"Sweden1960"
"1023","Sweden",1964,380,380,2,9,8.32,3.42,3.25,"Sweden1964"
"1024","Sweden",1968,380,380,2,9,8.32,3.18,2.88,"Sweden1968"
"1025","Sweden",1970,380,380,2,9,11.07,3.49,3.31,"Sweden1970"
"1026","Sweden",1973,380,380,2,9,11.07,3.54,3.35,"Sweden1973"
"1027","Sweden",1976,380,380,2,9,11.07,3.58,3.44,"Sweden1976"
"1028","Sweden",1979,380,380,2,9,11.07,3.63,3.49,"Sweden1979"
"1029","Sweden",1982,380,380,2,9,11.07,3.39,3.13,"Sweden1982"
"1030","Sweden",1985,380,380,2,9,11.07,3.34,3.39,"Sweden1985"
"1031","Sweden",1988,380,380,2,9,11.07,3.91,3.67,"Sweden1988"
"1032","Sweden",1991,380,380,2,9,11.07,4.58,4.2,"Sweden1991"
"1033","Sweden",1994,380,380,2,9,11.07,3.65,3.51,"Sweden1994"
"1034","Sweden",1998,380,380,2,9,10.69,4.54,4.29,"Sweden1998"
"1035","Sweden ",2002,380,380,2,9,10.69,4.52,4.23,"Sweden 2002"
"1036","Sweden ",2006,380,380,2,9,10.69,4.7,4.15,"Sweden 2006"
"1037","Sweden ",2010,380,380,2,9,10.69,4.78,4.51,"Sweden 2010"
"1038","Switzerland",1947,225,225,2,9,7.76,5.34,5,"Switzerland1947"
"1039","Switzerland",1951,225,225,2,9,7.84,5.09,4.8,"Switzerland1951"
"1040","Switzerland",1955,225,225,2,9,7.84,4.96,4.71,"Switzerland1955"
"1041","Switzerland",1959,225,225,2,9,7.84,5.04,4.75,"Switzerland1959"
"1042","Switzerland",1963,225,225,2,9,8,5.01,4.78,"Switzerland1963"
"1043","Switzerland",1967,225,225,2,9,8,5.55,5.13,"Switzerland1967"
"1044","Switzerland",1971,225,225,2,9,8,6.17,5.49,"Switzerland1971"
"1045","Switzerland",1975,225,225,2,9,8,5.8,5,"Switzerland1975"
"1046","Switzerland",1979,225,225,2,9,7.7,5.52,5.1,"Switzerland1979"
"1047","Switzerland",1983,225,225,2,9,7.7,6.03,5.26,"Switzerland1983"
