"","country","year","yrsoffc","prtyin","legelec","mdmh","tensys","liec","eiec","thresh"
"2426","Guinea-Bissau",2004,1,NA,1,NA,1,2,2,NA
"2430","Guinea-Bissau",2008,3,3,1,3.79999995231628,3,7,7,0
"2444","Eq. Guinea",1984,5,NA,1,6.80000019073486,5,3,2,NA
"2448","Eq. Guinea",1988,9,NA,1,6.80000019073486,9,3,2,NA
"2453","Eq. Guinea",1993,14,5,1,13.3000001907349,14,5,3,NA
"2459","Eq. Guinea",1999,20,11,1,13.3000001907349,20,6,3,0
"2464","Eq. Guinea",2004,25,16,1,13.3000001907349,25,6,3,0
"2468","Eq. Guinea",2008,29,20,1,13.3000001907349,29,6,3,0
"2475","Greece",1977,2,3,1,5.40000009536743,3,7,7,3
"2479","Greece",1981,1,7,1,5.40000009536743,7,7,7,3
"2483","Greece",1985,5,4,1,5.40000009536743,11,7,7,3
"2487","Greece",1989,3,8,1,5.40000009536743,15,7,7,3
"2491","Greece",1993,3,3,1,5.40000009536743,19,7,7,3
"2494","Greece",1996,3,3,1,5.40000009536743,22,7,7,3
"2498","Greece",2000,4,7,1,5.40000009536743,26,7,7,3
"2502","Greece",2004,8,11,1,5.40000009536743,30,7,7,3
"2505","Greece",2007,3,3,1,5.40000009536743,33,7,7,3
"2507","Greece",2009,5,5,1,5.40000009536743,35,7,7,3
"2510","Greece",2012,3,3,1,5.40000009536743,38,7,7,3
"2512","Grenada",1976,2,9,1,1,2,6,6,NA
"2520","Grenada",1984,1,NA,1,NA,1,1,2,NA
"2526","Grenada",1990,6,6,1,1,6,6,6,NA
"2531","Grenada",1995,5,5,1,1,5,7,7,NA
"2535","Grenada",1999,4,4,1,1,9,7,7,NA
"2539","Grenada",2003,8,8,1,1,8,6,7,NA
"2544","Grenada",2008,13,13,1,1,5,7,7,NA
"2556","Guatemala",1982,4,4,1,NA,7,7,7,NA
"2559","Guatemala",1985,1,NA,1,NA,1,1,2,NA
"2564","Guatemala",1990,5,5,1,6.09999990463257,5,7,7,4
"2568","Guatemala",1994,1,NA,1,6.09999990463257,9,7,7,4
"2569","Guatemala",1995,2,NA,1,4,10,7,7,4
"2573","Guatemala",1999,4,4,1,4,14,7,7,4
"2577","Guatemala",2003,4,4,1,6,18,7,7,4
"2581","Guatemala",2007,4,4,1,10.7220001220703,22,7,7,0
"2585","Guatemala",2011,4,4,1,10.7220001220703,26,7,7,0
"2592","Guyana",1980,14,14,1,NA,5,7,7,0
"2597","Guyana",1985,19,17,1,43.2000007629395,19,6,6,0
"2604","Guyana",1992,7,24,1,43.2000007629395,7,6,6,0
"2609","Guyana",1997,5,5,1,43.2000007629395,5,7,7,0
"2613","Guyana",2001,2,4,1,43.2000007629395,9,7,7,0
"2618","Guyana",2006,7,9,1,25.5799999237061,14,7,7,0
"2623","Guyana",2011,12,14,1,25.5799999237061,19,7,7,0
"2631","Honduras",1981,3,NA,1,NA,3,1,2,0
"2635","Honduras",1985,4,4,1,7.09999990463257,4,7,7,0
"2639","Honduras",1989,4,8,1,7.09999990463257,8,7,7,0
"2643","Honduras",1993,4,4,1,7.09999990463257,12,7,7,0
"2647","Honduras",1997,4,4,1,7.09999990463257,16,7,7,0
"2651","Honduras",2001,4,8,1,4.40000009536743,20,7,7,0
"2655","Honduras",2005,4,4,1,4.40000009536743,24,7,7,0
"2659","Honduras",2009,4,4,1,7.09999990463257,28,7,7,0
"2663","Croatia",1975,NA,NA,NA,NA,NA,NA,NA,NA
"2664","Croatia",1976,NA,NA,NA,NA,NA,NA,NA,NA
"2665","Croatia",1977,NA,NA,NA,NA,NA,NA,NA,NA
"2666","Croatia",1978,NA,NA,NA,NA,NA,NA,NA,NA
"2667","Croatia",1979,NA,NA,NA,NA,NA,NA,NA,NA
