"","iso2c","country","year","gdp.pc.wdi","cpi.wdi","unempl.wdi","population.wdi","gdp.pc.ppp.wdi","gdp.pct.chg","gdp.pct.chg2"
"23","AT","Austria",1982,9387.67772757838,5.44041450772786,NA,7574140,NA,0.267421828319477,-13.4246558644511
"24","AT","Austria",1983,9514.43183442173,3.33538083521092,NA,7561910,NA,1.35021791886806,1.62125052463247
"25","AT","Austria",1984,8969.40561792029,5.66486357971625,NA,7561434,NA,-5.72841580019124,-4.45554397792463
"26","AT","Austria",1985,9150.00121050104,3.18969396952584,NA,7564985,NA,2.01346221002571,-3.83029307753551
"27","AT","Austria",1986,13051.5556145522,1.70092133250411,NA,7569794,NA,42.6399332010309,45.5119343524396
"28","AT","Austria",1987,16353.2794264234,1.40000000000001,NA,7574586,NA,25.2975500344943,78.724341671731
"29","AT","Austria",1988,17536.2720859964,1.93129520052563,NA,7585317,NA,7.23397814423409,34.3615474192504
"30","AT","Austria",1989,17426.8635399064,2.56389583165364,NA,7619567,NA,-0.623898543279144,6.56494691669194
"31","AT","Austria",1990,21628.760231013,3.26232214448612,NA,7677850,19490.937244881,24.1116060929985,23.3372755905439
"32","AT","Austria",1991,22356.923917186,3.33434835566385,3.40000009536743,7754891,20625.8813298224,3.36664551456307,28.2900039125806
"33","AT","Austria",1992,24820.2278258852,4.02976278178839,3.59999990463257,7840709,21301.9629722492,11.0180806528828,14.7556658855371
"34","AT","Austria",1993,24023.515467019,3.62580553785172,4.30000019073486,7905633,21743.6361793698,-3.20993169142188,7.45447609879762
"35","AT","Austria",1994,25584.9178245938,2.95906512676796,3.5,7936118,22652.459881176,6.49947489874407,3.0809145027714
"36","AT","Austria",1995,30252.7946924041,2.25009956192754,3.70000004768372,7948278,23705.5420437344,18.2446428001549,25.9299236780606
"37","AT","Austria",1996,29742.4288063177,1.84355728659551,4.09999990463257,7959017,24573.1818278842,-1.68700409755711,16.2498508309745
"38","AT","Austria",1997,26646.8839392444,1.30832133193016,4.19999980926514,7968041,25532.1517484631,-10.4078415627434,-11.9192649466698
"39","AT","Austria",1998,27289.6307093023,0.921274845497793,4.19999980926514,7976789,26728.585924931,2.41208980203231,-8.24679824565771
"40","AT","Austria",1999,27116.6760790806,0.562409389869581,3.70000004768372,7992324,27752.7177491225,-0.633774168892447,1.76302843104409
"41","AT","Austria",2000,24517.2674460147,2.39518551185591,3.5,8011566,29566.2476733511,-9.58601498754944,-10.1590354696246
"42","AT","Austria",2001,24489.7355313151,2.66344072205164,3.59999990463257,8042293,29856.6036414545,-0.112296016512542,-9.68754629108867
"43","AT","Austria",2002,26351.3756769542,1.80210199853864,4,8081957,31261.5516292637,7.60171600570622,7.48088356493267
"44","AT","Austria",2003,32102.9305523558,1.35554112494968,4.30000019073486,8121423,32202.4455590608,21.82639322482,31.0872896577657
"45","AT","Austria",2004,36693.4026205182,2.06122815101208,4.90000009536743,8171966,33800.7021063805,14.2992305972688,39.2466301203724
"46","AT","Austria",2005,38242.0425174699,2.30476587870191,5.19999980926514,8227829,34691.2089614866,4.22048593576254,19.1232135493113
"47","AT","Austria",2006,40430.993614499,1.44961845101615,4.69999980926514,8268641,37626.1441765716,5.72393876720663,10.1860027336108
"48","AT","Austria",2007,46586.6502529235,2.16859905342347,4.40000009536743,8295487,39234.3228786562,15.2250936425589,21.8205074471155
"49","AT","Austria",2008,51386.3766511975,3.21592066034734,3.79999995231628,8321496,41151.585043147,10.3027935518347,27.09649716046
"50","AT","Austria",2009,47654.1872090808,0.50631250889964,4.80000019073486,8343323,40620.3921570465,-7.26299397883256,2.29150829768086
"51","AT","Austria",2010,46659.8408181344,1.81353503144187,4.40000009536743,8363404,41892.7758492156,-2.08658766245189,-9.1980329049975
"52","AT","Austria",2011,51123.5613291663,3.26693891157657,4.09999990463257,8391643,44022.3952746168,9.56651465749766,7.28031328047578
"53","AT","Austria",2012,48324.2540367606,2.48567508675588,4.30000019073486,8429991,45858.2468363681,-5.47557177087482,3.5671215105803
"54","AU","Australia",1960,1806.80487639292,3.79259259201123,NA,10276477,NA,NA,NA
"55","AU","Australia",1961,1873.45009156626,2.51213245820021,NA,10483000,NA,3.68856737349467,NA
"56","AU","Australia",1962,1851.00778167675,-0.278473962407561,NA,10742000,NA,-1.19791341069286,2.44646811957227
"57","AU","Australia",1963,1963.22996587488,0.53057805082528,NA,10950000,NA,6.06276134055323,4.79222129870358
"58","AU","Australia",1964,2127.1657387955,2.36111111111768,NA,11167000,NA,8.35030922358426,14.9193298835616
"59","AU","Australia",1965,2276.57495341523,3.96200814112336,NA,11388000,NA,7.02386334523855,15.9606868775922
"60","AU","Australia",1966,2338.90069302766,2.97572435370131,NA,11651000,NA,2.73769767689534,9.95385316576479
"61","AU","Australia",1967,2574.67088990526,3.19391634982608,NA,11799000,NA,10.0803850963163,13.0940532418156
"62","AU","Australia",1968,2718.12417239129,2.65291083273227,NA,12009000,NA,5.57171338086277,16.2137486424331
"63","AU","Australia",1969,2985.1229621611,2.91935869826715,NA,12263000,NA,9.82290627050037,15.9419238344262
"64","AU","Australia",1970,3297.78365889097,3.90606835621439,NA,12507000,NA,10.4739637426365,21.3257176543822
"65","AU","Australia",1971,3487.61492423551,6.0639964200316,NA,12937000,NA,5.75632864310994,16.8332081607328
"66","AU","Australia",1972,3940.86198055377,5.86497890296596,NA,13177000,NA,12.9959031075546,19.5003186436755
"67","AU","Australia",1973,4759.9896199305,9.46592267797821,NA,13380000,NA,20.7854942248352,36.4826600222757
"68","AU","Australia",1974,6469.08398301353,15.1101401784914,NA,13723000,NA,35.905422060731,64.1540357144021
"69","AU","Australia",1975,6987.82099458003,15.0719595131191,NA,13893000,NA,8.01870887638181,46.803282202999
"70","AU","Australia",1976,7469.20319070347,13.5239142383549,NA,14033000,NA,6.88887417832848,15.4599818199307
"71","AU","Australia",1977,7757.71557401874,12.3002421308102,NA,14192000,NA,3.86269292652751,11.0176631604597
"72","AU","Australia",1978,8233.59180395159,7.92367399787808,NA,14358000,NA,6.13423146791563,10.2338709194511
"73","AU","Australia",1979,9272.75738157274,9.09000099850163,NA,14514000,NA,12.6210480476141,19.5294838164473
"74","AU","Australia",1980,10186.1282398774,10.126582278481,NA,14692000,NA,9.85004590025999,23.714272973658
"75","AU","Australia",1981,11826.0429014143,9.69174503578893,NA,14927000,NA,16.0994896482536,27.5353426685742
"76","AU","Australia",1982,12758.6710307245,11.1455108362311,NA,15178000,NA,7.886223118628,25.2553544415033
"77","AU","Australia",1983,11510.1432539896,10.1135633169493,NA,15369000,NA,-9.78571963904615,-2.67122020491673
