party_id,left_right,state_market,liberty_authority,eu_anti_pro,calculation_date
402,3.84333331743876,3.9133333651224764,3.5287879149119066,8.464141390058728,2012-10-15 12:08:04
403,,,,,2012-10-15 12:08:04
404,5.67,5.89,5.14,1.5166666666666666,2012-10-15 12:08:04
405,5.827431059887536,5.412659360484071,7.2347066585641135,7.390913676546332,2012-10-15 12:08:04
406,,,,,2012-10-15 12:08:04
407,,,,,2012-10-15 12:08:04
409,,,,,2012-10-15 12:08:04
411,,,,,2012-10-15 12:08:04
412,,,,,2012-10-15 12:08:04
414,,,,,2012-10-15 12:08:04
417,4.581203079223632,4.850877109326816,6.947368421052632,6.062719298245614,2012-10-15 12:08:04
418,,,,,2012-10-15 12:08:04
419,5.3874658497592804,5.186842105263158,3.964736842105263,9.530890874137661,2012-10-15 12:08:04
421,,,,,2012-10-15 12:08:04
422,3.3,4.285,5.515000000000001,9.5,2012-10-15 12:08:04
423,6.111111111111111,,,,2012-10-15 12:08:04
424,,,,,2012-10-15 12:08:04
425,,,,,2012-10-15 12:08:04
426,,,,,2012-10-15 12:08:04
427,,,,5.833333333333333,2012-10-15 12:08:04
428,8.496240314684423,8.245613700465158,6.105263358668263,9.263158095510368,2012-10-15 12:08:04
429,,,,,2012-10-15 12:08:04
431,,,,,2012-10-15 12:08:04
432,,,,,2012-10-15 12:08:04
433,2.7935223830373683,2.031579017639158,4.500537169607063,,2012-10-15 12:08:04
434,7.4,2.17,8.33,5.833333333333333,2012-10-15 12:08:04
435,9.210526315789474,7.105263157894737,9.473684210526315,7.894736842105263,2012-10-15 12:08:04
436,,,,,2012-10-15 12:08:04
437,6.543247654786585,3.9948566048605403,7.527535281264982,6.61432751884238,2012-10-15 12:08:04
438,,,,,2012-10-15 12:08:04
439,5.571687597977474,5.060018238268421,4.154135553460374,,2012-10-15 12:08:04
440,8.144444444444444,,,,2012-10-15 12:08:04
441,,,,,2012-10-15 12:08:04
442,0.0714285746216775,0.214285716414452,6.0,0.47619044780731684,2012-10-15 12:08:04
443,6.04166650772095,5.72727251052856,5.875,8.876851940155031,2012-10-15 12:08:04
444,,,,,2012-10-15 12:08:04
445,,,,,2012-10-15 12:08:04
446,,,,,2012-10-15 12:08:04
448,3.02154192450451,3.120680608247458,2.2062733298853843,,2012-10-15 12:08:04
450,3.3333333333333335,,,,2012-10-15 12:08:04
451,5.947308203847786,5.884832549346123,6.688169836496048,7.71572571235791,2012-10-15 12:08:04
453,,,,,2012-10-15 12:08:04
454,6.855111079321968,7.266666666666667,4.4380952835083,9.08564805984497,2012-10-15 12:08:04
455,,,,,2012-10-15 12:08:04
456,8.560933464451843,8.077556606091946,4.775921052631579,2.5798246450591487,2012-10-15 12:08:04
457,0.5263157894736842,0.8771930242839631,1.0526315789473684,0.877192647833579,2012-10-15 12:08:04
458,7.2961191768534714,8.477043352629,4.244120748419511,7.666666750322307,2012-10-15 12:08:04
460,2.6,,,,2012-10-15 12:08:04
462,,,,,2012-10-15 12:08:04
463,,,,,2012-10-15 12:08:04
465,,,,,2012-10-15 12:08:04
466,5.2631578947368425,5.394736842105263,6.118421052631579,6.776315789473684,2012-10-15 12:08:04
467,2.5700000000000003,2.3775,2.013888895511625,4.985802586873372,2012-10-15 12:08:04
470,,,,,2012-10-15 12:08:04
473,,,,,2012-10-15 12:08:04
